Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	1173.13872762	1173.81072762	1500	6500	BTF
2	Spectrogram 1	1	1174.586815052	1175.258815052	1500	6500	BTF
3	Spectrogram 1	1	1176.577958504	1177.249958504	1500	6500	BTF
4	Spectrogram 1	1	1182.620354699	1183.292354699	1500	6500	BTF
5	Spectrogram 1	1	1185.199589672	1185.871589672	1500	6500	BTF
6	Spectrogram 1	1	1187.709858808	1188.381858808	1500	6500	BTF
7	Spectrogram 1	1	1189.529530939	1190.201530939	1500	6500	BTF
8	Spectrogram 1	1	1191.65559038	1192.32759038	1500	6500	BTF
10	Spectrogram 1	1	1212.74075999	1213.41275999	1500	6500	BTF
11	Spectrogram 1	1	1207.724366547	1208.396366547	1500	6500	BTF
12	Spectrogram 1	1	1215.35862271	1216.03062271	1500	6500	BTF
13	Spectrogram 1	1	1218.983645944	1219.655645944	1500	6500	BTF
14	Spectrogram 1	1	1222.437574238	1223.109574238	1500	6500	BTF
15	Spectrogram 1	1	1234.338271149	1235.010271149	1500	6500	BTF
16	Spectrogram 1	1	1234.693462406	1235.365462406	1500	6500	BTF
17	Spectrogram 1	1	1210.101415727	1210.773415727	1500	6500	BTF
18	Spectrogram 1	1	1194.732032394	1195.404032394	1500	6500	BTF
19	Spectrogram 1	1	1230.279242184	1230.951242184	1500	6500	BTF
20	Spectrogram 1	1	1227.716023618	1228.388023618	1500	6500	BTF
21	Spectrogram 1	1	1726.449239197	1727.121239197	1500	6500	BTF
22	Spectrogram 1	1	1727.755250126	1728.427250126	1500	6500	BTF
23	Spectrogram 1	1	1733.407595765	1734.079595765	1500	6500	BTF
