Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	200.949928524	201.621928524	1500	6500	BTF
2	Spectrogram 1	1	202.059218141	202.731218141	1500	6500	BTF
3	Spectrogram 1	1	204.758671693	205.430671693	1500	6500	BTF
4	Spectrogram 1	1	216.875079677	217.547079677	1500	6500	BTF
5	Spectrogram 1	1	228.187297031	228.859297031	1500	6500	BTF
6	Spectrogram 1	1	230.482378998	231.154378998	1500	6500	BTF
7	Spectrogram 1	1	280.766528916	281.438528916	1500	6500	BTF
8	Spectrogram 1	1	306.584418443	307.256418443	1500	6500	BTF
10	Spectrogram 1	1	308.715565984	309.387565984	1500	6500	BTF
11	Spectrogram 1	1	323.996863124	324.668863124	1500	6500	BTF
12	Spectrogram 1	1	325.166262031	325.838262031	1500	6500	BTF
13	Spectrogram 1	1	326.193584435	326.865584435	1500	6500	BTF
14	Spectrogram 1	1	327.461343998	328.133343998	1500	6500	BTF
15	Spectrogram 1	1	385.362765967	386.034765967	1500	6500	BTF
16	Spectrogram 1	1	386.6960993	387.3680993	1500	6500	BTF
17	Spectrogram 1	1	394.090327942	394.762327942	1500	6500	BTF
18	Spectrogram 1	1	397.554808816	398.226808816	1500	6500	BTF
19	Spectrogram 1	1	401.377604941	402.049604941	1500	6500	BTF
20	Spectrogram 1	1	403.240992919	403.912992919	1500	6500	BTF
21	Spectrogram 1	1	405.640424035	406.312424035	1500	6500	BTF
22	Spectrogram 1	1	385.771419975	386.443419975	1500	6500	BTF
23	Spectrogram 1	1	395.409327258	396.081327258	1500	6500	BTF
24	Spectrogram 1	1	399.56563223	400.23763223	1500	6500	BTF
25	Spectrogram 1	1	413.873801894	414.545801894	1500	6500	BTF
26	Spectrogram 1	1	415.469430309	416.141430309	1500	6500	BTF
27	Spectrogram 1	1	416.96376272	417.63576272	1500	6500	BTF
28	Spectrogram 1	1	883.25617616	883.92817616	1500	6500	BTF
29	Spectrogram 1	1	894.691256986	895.363256986	1500	6500	BTF
30	Spectrogram 1	1	893.581967368	894.253967368	1500	6500	BTF
31	Spectrogram 1	1	896.636874183	897.308874183	1500	6500	BTF
32	Spectrogram 1	1	903.913223058	904.585223058	1500	6500	BTF
33	Spectrogram 1	1	891.051650717	891.723650717	1500	6500	BTF
34	Spectrogram 1	1	886.698228131	887.370228131	1500	6500	BTF
36	Spectrogram 1	1	898.695055645	899.367055645	1500	6500	BTF
37	Spectrogram 1	1	931.169362824	931.841362824	1500	6500	BTF
38	Spectrogram 1	1	933.234936594	933.906936594	1500	6500	BTF
39	Spectrogram 1	1	944.506345	945.178345	1500	6500	BTF
40	Spectrogram 1	1	938.836553503	939.508553503	1500	6500	BTF
41	Spectrogram 1	1	1140.050554988	1140.722554988	1500	6500	BTF
42	Spectrogram 1	1	1142.334707994	1143.006707994	1500	6500	BTF
43	Spectrogram 1	1	1145.33497	1146.00697	1500	6500	BTF
44	Spectrogram 1	1	1148.608194043	1149.280194043	1500	6500	BTF
45	Spectrogram 1	1	1154.095056485	1154.767056485	1500	6500	BTF
46	Spectrogram 1	1	1143.531817632	1144.203817632	1500	6500	BTF
