Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	232.000570006	232.672570006	1500	6500	BTF
2	Spectrogram 1	1	234.286544505	234.958544505	1500	6500	BTF
3	Spectrogram 1	1	235.789088104	236.461088104	1500	6500	BTF
4	Spectrogram 1	1	237.036811237	237.708811237	1500	6500	BTF
5	Spectrogram 1	1	240.79800693	241.47000693	1500	6500	BTF
6	Spectrogram 1	1	246.362419264	247.034419264	1500	6500	BTF
7	Spectrogram 1	1	250.861508517	251.533508517	1500	6500	BTF
8	Spectrogram 1	1	310.375471404	311.047471404	1500	6500	BTF
9	Spectrogram 1	1	322.743162426	323.415162426	1500	6500	BTF
10	Spectrogram 1	1	334.218195811	334.890195811	1500	6500	BTF
11	Spectrogram 1	1	405.956766893	406.628766893	1500	6500	BTF
12	Spectrogram 1	1	872.441823198	873.113823198	1500	6500	BTF
13	Spectrogram 1	1	902.640124787	903.312124787	1500	6500	BTF
14	Spectrogram 1	1	904.32500639	904.99700639	1500	6500	BTF
15	Spectrogram 1	1	905.026281435	905.698281435	1500	6500	BTF
16	Spectrogram 1	1	907.476190361	908.148190361	1500	6500	BTF
17	Spectrogram 1	1	908.423367046	909.095367046	1500	6500	BTF
18	Spectrogram 1	1	922.497832247	923.169832247	1500	6500	BTF
19	Spectrogram 1	1	923.791092721	924.463092721	1500	6500	BTF
20	Spectrogram 1	1	925.93134773	926.60334773	1500	6500	BTF
21	Spectrogram 1	1	926.705482521	927.377482521	1500	6500	BTF
22	Spectrogram 1	1	928.16267742	928.83467742	1500	6500	BTF
23	Spectrogram 1	1	930.34846977	931.02046977	1500	6500	BTF
24	Spectrogram 1	1	937.033038635	937.705038635	1500	6500	BTF
25	Spectrogram 1	1	941.267697742	941.939697742	1500	6500	BTF
26	Spectrogram 1	1	945.238553844	945.910553844	1500	6500	BTF
27	Spectrogram 1	1	1126.636898777	1127.308898777	1500	6500	BTF
28	Spectrogram 1	1	1128.695186573	1129.367186573	1500	6500	BTF
29	Spectrogram 1	1	1131.190632839	1131.862632839	1500	6500	BTF
30	Spectrogram 1	1	1134.004840489	1134.676840489	1500	6500	BTF
31	Spectrogram 1	1	1140.634637746	1141.306637746	1500	6500	BTF
32	Spectrogram 1	1	1257.88115013	1258.55315013	1500	6500	BTF
33	Spectrogram 1	1	1259.67532135	1260.34732135	1500	6500	BTF
34	Spectrogram 1	1	1261.214483463	1261.886483463	1500	6500	BTF
35	Spectrogram 1	1	1552.838477302	1553.510477302	1500	6500	BTF
36	Spectrogram 1	1	1554.286438972	1554.958438972	1500	6500	BTF
37	Spectrogram 1	1	1557.127780385	1557.799780385	1500	6500	BTF
38	Spectrogram 1	1	1560.169486097	1560.841486097	1500	6500	BTF
39	Spectrogram 1	1	1571.444217232	1572.116217232	1500	6500	BTF
40	Spectrogram 1	1	1544.532462212	1545.204462212	1500	6500	BTF
41	Spectrogram 1	1	1548.403136165	1549.075136165	1500	6500	BTF
42	Spectrogram 1	1	1588.803428939	1589.475428939	1500	6500	BTF
43	Spectrogram 1	1	1592.309804167	1592.981804167	1500	6500	BTF
44	Spectrogram 1	1	1594.695960815	1595.367960815	1500	6500	BTF
45	Spectrogram 1	1	1614.512996502	1615.184996502	1500	6500	BTF
46	Spectrogram 1	1	1619.713172159	1620.385172159	1500	6500	BTF
47	Spectrogram 1	1	1644.14752199	1644.81952199	1500	6500	BTF
48	Spectrogram 1	1	1645.877940933	1646.549940933	1500	6500	BTF
49	Spectrogram 1	1	1648.355172263	1649.027172263	1500	6500	BTF
