Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	406.557774623	407.229774623	1500	6500	BTF
2	Spectrogram 1	1	414.2940679	414.9660679	1500	6500	BTF
3	Spectrogram 1	1	415.212100687	415.884100687	1500	6500	BTF
4	Spectrogram 1	1	461.617523931	462.289523931	1500	6500	BTF
5	Spectrogram 1	1	697.794687075	698.466687075	1500	6500	BTF
6	Spectrogram 1	1	699.01326631	699.68526631	1500	6500	BTF
7	Spectrogram 1	1	1575.102918929	1575.774918929	1500	6500	BTF
8	Spectrogram 1	1	1576.698547345	1577.370547345	1500	6500	BTF
9	Spectrogram 1	1	1604.261654677	1604.933654677	1500	6500	BTF
10	Spectrogram 1	1	1605.753457955	1606.425457955	1500	6500	BTF
11	Spectrogram 1	1	1607.21895204	1607.89095204	1500	6500	BTF
12	Spectrogram 1	1	1608.787258051	1609.459258051	1500	6500	BTF
13	Spectrogram 1	1	1610.745568624	1611.417568624	1500	6500	BTF
14	Spectrogram 1	1	1614.047127446	1614.719127446	1500	6500	BTF
15	Spectrogram 1	1	1616.846968074	1617.518968074	1500	6500	BTF
16	Spectrogram 1	1	1636.787953426	1637.459953426	1500	6500	BTF
17	Spectrogram 1	1	1638.667734847	1639.339734847	1500	6500	BTF
