Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	944.264789022	944.936789022	1500	6500	BTF
2	Spectrogram 1	1	946.751592541	947.423592541	1500	6500	BTF
3	Spectrogram 1	1	949.357825353	950.029825353	1500	6500	BTF
4	Spectrogram 1	1	953.745031848	954.417031848	1500	6500	BTF
5	Spectrogram 1	1	960.101832704	960.773832704	1500	6500	BTF
6	Spectrogram 1	1	1148.552626164	1149.224626164	1500	6500	BTF
7	Spectrogram 1	1	1150.514374798	1151.186374798	1500	6500	BTF
8	Spectrogram 1	1	1153.170112502	1153.842112502	1500	6500	BTF
9	Spectrogram 1	1	1156.036651697	1156.708651697	1500	6500	BTF
10	Spectrogram 1	1	1159.494125635	1160.166125635	1500	6500	BTF
11	Spectrogram 1	1	1180.383408082	1181.055408082	1500	6500	BTF
12	Spectrogram 1	1	1181.67849005	1182.35049005	1500	6500	BTF
13	Spectrogram 1	1	1182.214009175	1182.886009175	1500	6500	BTF
14	Spectrogram 1	1	1189.456055933	1190.128055933	1500	6500	BTF
15	Spectrogram 1	1	1190.598132435	1191.270132435	1500	6500	BTF
16	Spectrogram 1	1	1228.407055882	1229.079055882	1500	6500	BTF
17	Spectrogram 1	1	1229.800498505	1230.472498505	1500	6500	BTF
18	Spectrogram 1	1	1233.363340035	1234.035340035	1500	6500	BTF
19	Spectrogram 1	1	1261.315860696	1261.987860696	1500	6500	BTF
20	Spectrogram 1	1	1263.233893483	1263.905893483	1500	6500	BTF
21	Spectrogram 1	1	1264.375969985	1265.047969985	1500	6500	BTF
22	Spectrogram 1	1	1265.239357964	1265.911357964	1500	6500	BTF
23	Spectrogram 1	1	1266.549290918	1267.221290918	1500	6500	BTF
24	Spectrogram 1	1	1267.909946655	1268.581946655	1500	6500	BTF
25	Spectrogram 1	1	1269.505575071	1270.177575071	1500	6500	BTF
26	Spectrogram 1	1	1279.068483744	1279.740483744	1500	6500	BTF
27	Spectrogram 1	1	1281.646176261	1282.318176261	1500	6500	BTF
28	Spectrogram 1	1	1288.429206625	1289.101206625	1500	6500	BTF
29	Spectrogram 1	1	1291.877294056	1292.549294056	1500	6500	BTF
30	Spectrogram 1	1	1289.161447062	1289.833447062	1500	6500	BTF
31	Spectrogram 1	1	1293.689959251	1294.361959251	1500	6500	BTF
32	Spectrogram 1	1	1295.039686027	1295.711686027	1500	6500	BTF
33	Spectrogram 1	1	1305.257561596	1305.929561596	1500	6500	BTF
34	Spectrogram 1	1	1305.973408591	1306.645408591	1500	6500	BTF
35	Spectrogram 1	1	1278.662646976	1279.334646976	1500	6500	BTF
36	Spectrogram 1	1	1279.318384681	1279.990384681	1500	6500	BTF
37	Spectrogram 1	1	1277.924942058	1278.596942058	1500	6500	BTF
38	Spectrogram 1	1	1304.456580318	1305.128580318	1500	6500	BTF
39	Spectrogram 1	1	1321.360252309	1322.032252309	1500	6500	BTF
40	Spectrogram 1	1	1364.724754403	1365.396754403	1500	6500	BTF
41	Spectrogram 1	1	1366.823725289	1367.495725289	1500	6500	BTF
42	Spectrogram 1	1	1369.025911081	1369.697911081	1500	6500	BTF
43	Spectrogram 1	1	1374.618454822	1375.290454822	1500	6500	BTF
44	Spectrogram 1	1	1375.350695259	1376.022695259	1500	6500	BTF
45	Spectrogram 1	1	1379.882359503	1380.554359503	1500	6500	BTF
46	Spectrogram 1	1	1390.006386859	1390.678386859	1500	6500	BTF
47	Spectrogram 1	1	1412.15181745	1412.82381745	1500	6500	BTF
48	Spectrogram 1	1	1491.880711394	1492.552711394	1500	6500	BTF
50	Spectrogram 1	1	1736.452539082	1737.124539082	1500	6500	BTF
51	Spectrogram 1	1	1738.993522689	1739.665522689	1500	6500	BTF
52	Spectrogram 1	1	1734.164463582	1734.836463582	1500	6500	BTF
53	Spectrogram 1	1	1744.136615459	1744.808615459	1500	6500	BTF
