Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	159.505356414	160.177356414	1500	6500	BTF
2	Spectrogram 1	1	163.428853682	164.100853682	1500	6500	BTF
3	Spectrogram 1	1	172.012774311	172.684774311	1500	6500	BTF
4	Spectrogram 1	1	229.245527546	229.917527546	1500	6500	BTF
5	Spectrogram 1	1	278.624610331	279.296610331	1500	6500	BTF
7	Spectrogram 1	1	319.665951408	320.337951408	1500	6500	BTF
8	Spectrogram 1	1	479.935906574	480.607906574	1500	6500	BTF
9	Spectrogram 1	1	1093.531095264	1094.203095264	1500	6500	BTF
10	Spectrogram 1	1	1094.50377286	1095.17577286	1500	6500	BTF
11	Spectrogram 1	1	1095.389018761	1096.061018761	1500	6500	BTF
12	Spectrogram 1	1	1096.022898543	1096.694898543	1500	6500	BTF
13	Spectrogram 1	1	1096.558417668	1097.230417668	1500	6500	BTF
14	Spectrogram 1	1	1094.186832969	1094.858832969	1500	6500	BTF
15	Spectrogram 1	1	165.859768657	166.531768657	1500	6500	BTF
16	Spectrogram 1	1	1111.060405531	1111.732405531	1500	6500	BTF
