Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	141.935548704	142.607548704	1500	6500	BTF
2	Spectrogram 1	1	145.418016202	146.090016202	1500	6500	BTF
3	Spectrogram 1	1	147.976986433	148.648986433	1500	6500	BTF
4	Spectrogram 1	1	150.578079329	151.250079329	1500	6500	BTF
5	Spectrogram 1	1	410.070645711	410.742645711	1500	6500	BTF
6	Spectrogram 1	1	399.372673687	400.044673687	1500	6500	BTF
7	Spectrogram 1	1	846.145723982	846.817723982	1500	6500	BTF
8	Spectrogram 1	1	841.96141316	842.63341316	1500	6500	BTF
9	Spectrogram 1	1	843.311139936	843.983139936	1500	6500	BTF
10	Spectrogram 1	1	848.539166605	849.211166605	1500	6500	BTF
11	Spectrogram 1	1	856.231674148	856.903674148	1500	6500	BTF
12	Spectrogram 1	1	854.887411853	855.559411853	1500	6500	BTF
13	Spectrogram 1	1	861.34881719	862.02081719	1500	6500	BTF
14	Spectrogram 1	1	863.47450025	864.14650025	1500	6500	BTF
15	Spectrogram 1	1	866.969489891	867.641489891	1500	6500	BTF
16	Spectrogram 1	1	869.679872405	870.351872405	1500	6500	BTF
17	Spectrogram 1	1	871.490208755	872.162208755	1500	6500	BTF
18	Spectrogram 1	1	876.732239095	877.404239095	1500	6500	BTF
19	Spectrogram 1	1	878.580826812	879.252826812	1500	6500	BTF
20	Spectrogram 1	1	882.702638572	883.374638572	1500	6500	BTF
21	Spectrogram 1	1	894.632508564	895.304508564	1500	6500	BTF
22	Spectrogram 1	1	910.442159977	911.114159977	1500	6500	BTF
23	Spectrogram 1	1	914.821598929	915.493598929	1500	6500	BTF
24	Spectrogram 1	1	858.133313492	858.805313492	1500	6500	BTF
