Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	0.571103825	1.243103825	1500	6500	BTF
2	Spectrogram 1	1	3.84979235	4.52179235	1500	6500	BTF
3	Spectrogram 1	1	5.434491803	6.106491803	1500	6500	BTF
4	Spectrogram 1	1	6.778754098	7.450754098	1500	6500	BTF
5	Spectrogram 1	1	7.674928962	8.346928962	1500	6500	BTF
6	Spectrogram 1	1	13.543875568	14.215875568	1500	6500	BTF
7	Spectrogram 1	1	27.535015253	28.207015253	1500	6500	BTF
8	Spectrogram 1	1	28.857419625	29.529419625	1500	6500	BTF
9	Spectrogram 1	1	34.343758422	35.015758422	1500	6500	BTF
10	Spectrogram 1	1	39.553355719	40.225355719	1500	6500	BTF
11	Spectrogram 1	1	40.974120746	41.646120746	1500	6500	BTF
12	Spectrogram 1	1	541.089385337	541.761385337	1500	6500	BTF
13	Spectrogram 1	1	544.925450911	545.597450911	1500	6500	BTF
