Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	755.115383287	755.787383287	1500	6500	BTF
3	Spectrogram 1	1	752.681400084	753.353400084	1500	6500	BTF
5	Spectrogram 1	1	744.858084965	745.530084965	1500	6500	BTF
6	Spectrogram 1	1	746.342602269	747.014602269	1500	6500	BTF
7	Spectrogram 1	1	748.501072215	749.173072215	1500	6500	BTF
8	Spectrogram 1	1	757.829290827	758.501290827	1500	6500	BTF
10	Spectrogram 1	1	765.571221106	766.243221106	1500	6500	BTF
11	Spectrogram 1	1	780.418706785	781.090706785	1500	6500	BTF
12	Spectrogram 1	1	782.358597496	783.030597496	1500	6500	BTF
13	Spectrogram 1	1	786.36588347	787.03788347	1500	6500	BTF
14	Spectrogram 1	1	790.688754747	791.360754747	1500	6500	BTF
15	Spectrogram 1	1	794.040303017	794.712303017	1500	6500	BTF
17	Spectrogram 1	1	812.440727144	813.112727144	1500	6500	BTF
18	Spectrogram 1	1	814.216683428	814.888683428	1500	6500	BTF
19	Spectrogram 1	1	820.570520097	821.242520097	1500	6500	BTF
20	Spectrogram 1	1	825.980940213	826.652940213	1500	6500	BTF
21	Spectrogram 1	1	828.221377372	828.893377372	1500	6500	BTF
22	Spectrogram 1	1	830.871650596	831.543650596	1500	6500	BTF
23	Spectrogram 1	1	842.571488611	843.243488611	1500	6500	BTF
24	Spectrogram 1	1	909.384362966	910.056362966	1500	6500	BTF
25	Spectrogram 1	1	911.242286463	911.914286463	1500	6500	BTF
26	Spectrogram 1	1	1512.863039816	1513.535039816	1500	6500	BTF
27	Spectrogram 1	1	1516.660854024	1517.332854024	1500	6500	BTF
