Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	685.042689089	685.714689089	1500	6500	NA
2	Spectrogram 1	1	688.235235673	688.907235673	1500	6500	NA
3	Spectrogram 1	1	689.887409586	690.559409586	1500	6500	NA
4	Spectrogram 1	1	692.073744872	692.745744872	1500	6500	NA
5	Spectrogram 1	1	692.645173444	693.317173444	1500	6500	NA
6	Spectrogram 1	1	693.96815481	694.64015481	1500	6500	NA
7	Spectrogram 1	1	695.415359779	696.087359779	1500	6500	NA
8	Spectrogram 1	1	695.999210711	696.671210711	1500	6500	NA
9	Spectrogram 1	1	699.576850345	700.248850345	1500	6500	NA
10	Spectrogram 1	1	700.893620531	701.565620531	1500	6500	NA
11	Spectrogram 1	1	701.253868978	701.925868978	1500	6500	NA
12	Spectrogram 1	1	702.34703668	703.01903668	1500	6500	NA
13	Spectrogram 1	1	702.868775811	703.540775811	1500	6500	NA
14	Spectrogram 1	1	743.006143355	743.678143355	1500	6500	NA
15	Spectrogram 1	1	744.341547081	745.013547081	1500	6500	NA
16	Spectrogram 1	1	746.447137026	747.119137026	1500	6500	NA
17	Spectrogram 1	1	747.801174293	748.473174293	1500	6500	NA
18	Spectrogram 1	1	750.080677398	750.752677398	1500	6500	NA
19	Spectrogram 1	1	751.987509697	752.659509697	1500	6500	NA
20	Spectrogram 1	1	751.484404106	752.156404106	1500	6500	NA
21	Spectrogram 1	1	757.875708337	758.547708337	1500	6500	NA
22	Spectrogram 1	1	764.807385238	765.479385238	1500	6500	NA
23	Spectrogram 1	1	771.459559033	772.131559033	1500	6500	NA
24	Spectrogram 1	1	931.138808166	931.810808166	1500	6500	NA
26	Spectrogram 1	1	1532.817735065	1533.489735065	1500	6500	NA
27	Spectrogram 1	1	1533.923325127	1534.595325127	1500	6500	NA
28	Spectrogram 1	1	1534.656244381	1535.328244381	1500	6500	NA
29	Spectrogram 1	1	1535.171772332	1535.843772332	1500	6500	NA
30	Spectrogram 1	1	1546.722767837	1547.394767837	1500	6500	NA
31	Spectrogram 1	1	1549.697923116	1550.369923116	1500	6500	NA
32	Spectrogram 1	1	1547.86562498	1548.53762498	1500	6500	NA
33	Spectrogram 1	1	1562.329087174	1563.001087174	1500	6500	NA
34	Spectrogram 1	1	1563.776292143	1564.448292143	1500	6500	NA
35	Spectrogram 1	1	1565.173807671	1565.845807671	1500	6500	NA
36	Spectrogram 1	1	1567.403621336	1568.075621336	1500	6500	NA
37	Spectrogram 1	1	1569.310453516	1569.982453516	1500	6500	NA
38	Spectrogram 1	1	1571.235919355	1571.907919355	1500	6500	NA
39	Spectrogram 1	1	1569.99989451	1570.67189451	1500	6500	NA
40	Spectrogram 1	1	1572.583745442	1573.255745442	1500	6500	NA
41	Spectrogram 1	1	1574.062006311	1574.734006311	1500	6500	NA
42	Spectrogram 1	1	1575.341509417	1576.013509417	1500	6500	NA
43	Spectrogram 1	1	1579.068217374	1579.740217374	1500	6500	NA
44	Spectrogram 1	1	1590.201222372	1590.873222372	1500	6500	NA
45	Spectrogram 1	1	1594.319234795	1594.991234795	1500	6500	NA
46	Spectrogram 1	1	1604.201222137	1604.873222137	1500	6500	NA
47	Spectrogram 1	1	1608.33165692	1609.00365692	1500	6500	NA
48	Spectrogram 1	1	1672.576075454	1673.248075454	1500	6500	NA
49	Spectrogram 1	1	1673.563653094	1674.235653094	1500	6500	NA
50	Spectrogram 1	1	1674.495330112	1675.167330112	1500	6500	NA
51	Spectrogram 1	1	1675.824522541	1676.496522541	1500	6500	NA
52	Spectrogram 1	1	1676.197193349	1676.869193349	1500	6500	NA
53	Spectrogram 1	1	1678.395951113	1679.067951113	1500	6500	NA
54	Spectrogram 1	1	1679.78725546	1680.45925546	1500	6500	NA
55	Spectrogram 1	1	1677.700298939	1678.372298939	1500	6500	NA
56	Spectrogram 1	1	1681.352472852	1682.024472852	1500	6500	NA
57	Spectrogram 1	1	1683.066758448	1683.738758448	1500	6500	NA
58	Spectrogram 1	1	1697.802336784	1698.474336784	1500	6500	NA
59	Spectrogram 1	1	1700.019728088	1700.691728088	1500	6500	NA
60	Spectrogram 1	1	1730.706120211	1731.378120211	1500	6500	NA
61	Spectrogram 1	1	1733.532207168	1734.204207168	1500	6500	NA
62	Spectrogram 1	1	1735.109846919	1735.781846919	1500	6500	NA
63	Spectrogram 1	1	1736.463884186	1737.135884186	1500	6500	NA
64	Spectrogram 1	1	1736.724753752	1737.396753752	1500	6500	NA
