Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	135.177706958	135.849706958	1800	4000	NA
2	Spectrogram 1	1	144.997032404	145.669032404	1800	4000	NA
3	Spectrogram 1	1	146.552932657	147.224932657	1800	4000	NA
4	Spectrogram 1	1	147.801379862	148.473379862	1800	4000	NA
5	Spectrogram 1	1	151.20805368	151.88005368	1800	4000	NA
6	Spectrogram 1	1	152.496873405	153.168873405	1800	4000	NA
7	Spectrogram 1	1	154.509295766	155.181295766	1800	4000	NA
8	Spectrogram 1	1	157.515476741	158.187476741	1800	4000	NA
9	Spectrogram 1	1	163.226656498	163.898656498	1800	4000	NA
10	Spectrogram 1	1	166.130382839	166.802382839	1800	4000	NA
