Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	289.783863333	290.455863333	1800	4000	NA
2	Spectrogram 1	1	290.243490662	290.915490662	1800	4000	NA
3	Spectrogram 1	1	295.957776376	296.629776376	1800	4000	NA
4	Spectrogram 1	1	797.440902607	798.112902607	1800	4000	NA
5	Spectrogram 1	1	802.956430512	803.628430512	1800	4000	NA
6	Spectrogram 1	1	807.341523679	808.013523679	1800	4000	NA
7	Spectrogram 1	1	809.838418044	810.510418044	1800	4000	NA
8	Spectrogram 1	1	1391.920689155	1392.592689155	1800	4000	NA
9	Spectrogram 1	1	1402.616341283	1403.288341283	1800	4000	NA
10	Spectrogram 1	1	1406.423794653	1407.095794653	1800	4000	NA
11	Spectrogram 1	1	1415.957947746	1416.629947746	1800	4000	NA
12	Spectrogram 1	1	1422.989003601	1423.661003601	1800	4000	NA
13	Spectrogram 1	1	1425.690866955	1426.362866955	1800	4000	NA
14	Spectrogram 1	1	1427.603910433	1428.275910433	1800	4000	NA
15	Spectrogram 1	1	1428.367885542	1429.039885542	1800	4000	NA
16	Spectrogram 1	1	1432.392730263	1433.064730263	1800	4000	NA
17	Spectrogram 1	1	1436.119438292	1436.791438292	1800	4000	NA
18	Spectrogram 1	1	1439.802668105	1440.474668105	1800	4000	NA
19	Spectrogram 1	1	1443.83993514	1444.51193514	1800	4000	NA
20	Spectrogram 1	1	1444.156705327	1444.828705327	1800	4000	NA
21	Spectrogram 1	1	1446.249873029	1446.921873029	1800	4000	NA
22	Spectrogram 1	1	1447.454841973	1448.126841973	1800	4000	NA
23	Spectrogram 1	1	1451.82751278	1452.49951278	1800	4000	NA
24	Spectrogram 1	1	1455.442419567	1456.114419567	1800	4000	NA
25	Spectrogram 1	1	1467.752956641	1468.424956641	1800	4000	NA
26	Spectrogram 1	1	1716.340378743	1717.012378743	1800	4000	NA
27	Spectrogram 1	1	1727.213236405	1727.885236405	1800	4000	NA
