Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	379.237279056	379.909279056	1500	6500	NA
2	Spectrogram 1	1	379.693769783	380.365769783	1500	6500	NA
3	Spectrogram 1	1	380.820731267	381.492731267	1500	6500	NA
4	Spectrogram 1	1	382.311458799	382.983458799	1500	6500	NA
5	Spectrogram 1	1	381.369946673	382.041946673	1500	6500	NA
6	Spectrogram 1	1	382.789347529	383.461347529	1500	6500	NA
7	Spectrogram 1	1	840.886462855	841.558462855	1500	6500	NA
8	Spectrogram 1	1	845.586890816	846.258890816	1500	6500	NA
10	Spectrogram 1	1	846.357218918	847.029218918	1500	6500	NA
11	Spectrogram 1	1	862.040877401	862.712877401	1500	6500	NA
12	Spectrogram 1	1	863.132175546	863.804175546	1500	6500	NA
13	Spectrogram 1	1	863.531604933	864.203604933	1500	6500	NA
14	Spectrogram 1	1	864.458851723	865.130851723	1500	6500	NA
15	Spectrogram 1	1	865.414629184	866.086629184	1500	6500	NA
16	Spectrogram 1	1	866.734172755	867.406172755	1500	6500	NA
17	Spectrogram 1	1	868.174971613	868.846971613	1500	6500	NA
18	Spectrogram 1	1	868.952432384	869.624432384	1500	6500	NA
19	Spectrogram 1	1	869.487382455	870.159382455	1500	6500	NA
20	Spectrogram 1	1	871.834030101	872.506030101	1500	6500	NA
21	Spectrogram 1	1	873.81691176	874.48891176	1500	6500	NA
22	Spectrogram 1	1	875.421761974	876.093761974	1500	6500	NA
23	Spectrogram 1	1	877.326184228	877.998184228	1500	6500	NA
24	Spectrogram 1	1	878.802646425	879.474646425	1500	6500	NA
25	Spectrogram 1	1	880.742732017	881.414732017	1500	6500	NA
26	Spectrogram 1	1	882.818338355	883.490338355	1500	6500	NA
27	Spectrogram 1	1	884.130749196	884.802749196	1500	6500	NA
28	Spectrogram 1	1	886.142161465	886.814161465	1500	6500	NA
29	Spectrogram 1	1	887.23345961	887.90545961	1500	6500	NA
30	Spectrogram 1	1	891.284814878	891.956814878	1500	6500	NA
31	Spectrogram 1	1	892.975257103	893.647257103	1500	6500	NA
32	Spectrogram 1	1	894.936740698	895.608740698	1500	6500	NA
33	Spectrogram 1	1	896.912489628	897.584489628	1500	6500	NA
34	Spectrogram 1	1	899.116483983	899.788483983	1500	6500	NA
35	Spectrogram 1	1	900.906783555	901.578783555	1500	6500	NA
36	Spectrogram 1	1	906.926755086	907.598755086	1500	6500	NA
37	Spectrogram 1	1	987.312277884	987.984277884	1500	6500	NA
38	Spectrogram 1	1	993.560494718	994.232494718	1500	6500	NA
39	Spectrogram 1	1	1438.586588184	1439.258588184	1500	6500	NA
40	Spectrogram 1	1	1439.342650952	1440.014650952	1500	6500	NA
41	Spectrogram 1	1	1440.18430573	1440.85630573	1500	6500	NA
42	Spectrogram 1	1	1441.004562507	1441.676562507	1500	6500	NA
43	Spectrogram 1	1	1441.881880623	1442.553880623	1500	6500	NA
44	Spectrogram 1	1	1442.930382763	1443.602382763	1500	6500	NA
45	Spectrogram 1	1	1444.157201594	1444.829201594	1500	6500	NA
46	Spectrogram 1	1	1444.535231446	1445.207231446	1500	6500	NA
47	Spectrogram 1	1	1443.686444	1444.358444	1500	6500	NA
