Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	524.665181059	525.337181059	1800	4000	NA
2	Spectrogram 1	1	525.404311494	526.076311494	1800	4000	NA
3	Spectrogram 1	1	526.888783543	527.560783543	1800	4000	NA
4	Spectrogram 1	1	537.681894965	538.353894965	1800	4000	NA
5	Spectrogram 1	1	540.060776952	540.732776952	1800	4000	NA
6	Spectrogram 1	1	541.135311114	541.807311114	1800	4000	NA
7	Spectrogram 1	1	542.476926138	543.148926138	1800	4000	NA
8	Spectrogram 1	1	548.352702536	549.024702536	1800	4000	NA
9	Spectrogram 1	1	549.57009384	550.24209384	1800	4000	NA
10	Spectrogram 1	1	551.613572218	552.285572218	1800	4000	NA
11	Spectrogram 1	1	577.794663923	578.466663923	1800	4000	NA
12	Spectrogram 1	1	580.6455956	581.3175956	1800	4000	NA
13	Spectrogram 1	1	587.788452861	588.460452861	1800	4000	NA
14	Spectrogram 1	1	588.707707519	589.379707519	1800	4000	NA
15	Spectrogram 1	1	589.353670252	590.025670252	1800	4000	NA
16	Spectrogram 1	1	589.993421805	590.665421805	1800	4000	NA
17	Spectrogram 1	1	590.956154724	591.628154724	1800	4000	NA
18	Spectrogram 1	1	592.838142419	593.510142419	1800	4000	NA
19	Spectrogram 1	1	595.713918817	596.385918817	1800	4000	NA
20	Spectrogram 1	1	728.491746877	729.163746877	1800	4000	NA
21	Spectrogram 1	1	729.578703399	730.250703399	1800	4000	NA
