Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	306.408054872	307.080054872	1500	6500	NA
2	Spectrogram 1	1	313.501222773	314.173222773	1500	6500	NA
3	Spectrogram 1	1	317.184452587	317.856452587	1500	6500	NA
4	Spectrogram 1	1	321.147185706	321.819185706	1500	6500	NA
5	Spectrogram 1	1	322.979483842	323.651483842	1500	6500	NA
6	Spectrogram 1	1	515.513385111	516.185385111	1500	6500	NA
7	Spectrogram 1	1	518.705931695	519.377931695	1500	6500	NA
8	Spectrogram 1	1	520.935745559	521.607745559	1500	6500	NA
9	Spectrogram 1	1	527.97922402	528.65122402	1500	6500	NA
10	Spectrogram 1	1	529.681087374	530.353087374	1500	6500	NA
11	Spectrogram 1	1	539.134503723	539.806503723	1500	6500	NA
12	Spectrogram 1	1	541.01028012	541.68228012	1500	6500	NA
13	Spectrogram 1	1	543.935746158	544.607746158	1500	6500	NA
14	Spectrogram 1	1	546.488541189	547.160541189	1500	6500	NA
15	Spectrogram 1	1	580.742420743	581.414420743	1500	6500	NA
16	Spectrogram 1	1	582.624408321	583.296408321	1500	6500	NA
17	Spectrogram 1	1	584.431861737	585.103861737	1500	6500	NA
18	Spectrogram 1	1	586.121302731	586.793302731	1500	6500	NA
19	Spectrogram 1	1	597.746971478	598.418971478	1500	6500	NA
20	Spectrogram 1	1	603.144487205	603.816487205	1500	6500	NA
21	Spectrogram 1	1	612.815294859	613.487294859	1500	6500	NA
22	Spectrogram 1	1	615.181754486	615.853754486	1500	6500	NA
23	Spectrogram 1	1	617.225232747	617.897232747	1500	6500	NA
24	Spectrogram 1	1	625.535791953	626.207791953	1500	6500	NA
25	Spectrogram 1	1	628.691071656	629.363071656	1500	6500	NA
26	Spectrogram 1	1	660.208991202	660.880991202	1500	6500	NA
27	Spectrogram 1	1	661.184146481	661.856146481	1500	6500	NA
28	Spectrogram 1	1	661.991599898	662.663599898	1500	6500	NA
29	Spectrogram 1	1	667.867376495	668.539376495	1500	6500	NA
30	Spectrogram 1	1	671.687252471	672.359252471	1500	6500	NA
31	Spectrogram 1	1	672.935699676	673.607699676	1500	6500	NA
32	Spectrogram 1	1	795.95719282	796.62919282	1500	6500	NA
33	Spectrogram 1	1	857.578747628	858.250747628	1500	6500	NA
34	Spectrogram 1	1	859.019741416	859.691741416	1500	6500	NA
35	Spectrogram 1	1	859.510424646	860.182424646	1500	6500	NA
36	Spectrogram 1	1	864.150176199	864.822176199	1500	6500	NA
37	Spectrogram 1	1	863.025952597	863.697952597	1500	6500	NA
