Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	58.44275916	59.11475916	1800	4000	NA
2	Spectrogram 1	1	62.616672204	63.288672204	1800	4000	NA
3	Spectrogram 1	1	313.409618453	314.081618453	1800	4000	NA
4	Spectrogram 1	1	315.335084292	316.007084292	1800	4000	NA
5	Spectrogram 1	1	488.977422986	489.649422986	1800	4000	NA
6	Spectrogram 1	1	489.716553421	490.388553421	1800	4000	NA
7	Spectrogram 1	1	489.430839135	490.102839135	1800	4000	NA
8	Spectrogram 1	1	628.57939159	629.25139159	1800	4000	NA
9	Spectrogram 1	1	635.728459913	636.400459913	1800	4000	NA
10	Spectrogram 1	1	670.163670176	670.835670176	1800	4000	NA
11	Spectrogram 1	1	671.207148437	671.879148437	1800	4000	NA
12	Spectrogram 1	1	672.443173281	673.115173281	1800	4000	NA
13	Spectrogram 1	1	676.586030424	677.258030424	1800	4000	NA
14	Spectrogram 1	1	669.182303716	669.854303716	1800	4000	NA
15	Spectrogram 1	1	959.625657563	960.297657563	1800	4000	NA
16	Spectrogram 1	1	1626.951175688	1627.623175688	1800	4000	NA
17	Spectrogram 1	1	1689.322380236	1689.994380236	1800	4000	NA
18	Spectrogram 1	1	1695.49629328	1696.16829328	1800	4000	NA
