Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	1772.863566624	1773.535566624	1800	4000	NA
2	Spectrogram 1	1	1774.372883394	1775.044883394	1800	4000	NA
3	Spectrogram 1	1	1775.602697058	1776.274697058	1800	4000	NA
4	Spectrogram 1	1	1777.112013829	1777.784013829	1800	4000	NA
5	Spectrogram 1	1	1778.67723122	1779.34923122	1800	4000	NA
6	Spectrogram 1	1	1782.708286709	1783.380286709	1800	4000	NA
7	Spectrogram 1	1	1785.441205964	1786.113205964	1800	4000	NA
8	Spectrogram 1	1	1784.875988572	1785.547988572	1800	4000	NA
9	Spectrogram 1	1	1786.863566212	1787.535566212	1800	4000	NA
10	Spectrogram 1	1	1784.304560001	1784.976560001	1800	4000	NA
11	Spectrogram 1	1	1789.646174496	1790.318174496	1800	4000	NA
12	Spectrogram 1	1	1788.205180708	1788.877180708	1800	4000	NA
13	Spectrogram 1	1	1791.32319313	1791.99519313	1800	4000	NA
14	Spectrogram 1	1	1792.31698195	1792.98898195	1800	4000	NA
