Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	10.980387243	11.652387243	1500	6500	NA
2	Spectrogram 1	1	17.638772336	18.310772336	1500	6500	NA
3	Spectrogram 1	1	11.551815815	12.223815815	1500	6500	NA
4	Spectrogram 1	1	21.682250988	22.354250988	1500	6500	NA
5	Spectrogram 1	1	22.365480802	23.037480802	1500	6500	NA
6	Spectrogram 1	1	35.47743148	36.14943148	1500	6500	NA
7	Spectrogram 1	1	39.5022762	40.1742762	1500	6500	NA
8	Spectrogram 1	1	69.346416685	70.018416685	1500	6500	NA
9	Spectrogram 1	1	70.948901157	71.620901157	1500	6500	NA
10	Spectrogram 1	1	71.489273827	72.161273827	1500	6500	NA
11	Spectrogram 1	1	74.495485399	75.167485399	1500	6500	NA
12	Spectrogram 1	1	76.05449161	76.72649161	1500	6500	NA
13	Spectrogram 1	1	76.153870492	76.825870492	1500	6500	NA
14	Spectrogram 1	1	77.57001956	78.24201956	1500	6500	NA
15	Spectrogram 1	1	78.439584778	79.111584778	1500	6500	NA
16	Spectrogram 1	1	80.122814982	80.794814982	1500	6500	NA
17	Spectrogram 1	1	123.019075505	123.691075505	1500	6500	NA
18	Spectrogram 1	1	126.820318132	127.492318132	1500	6500	NA
19	Spectrogram 1	1	128.950752915	129.622752915	1500	6500	NA
20	Spectrogram 1	1	132.484914406	133.156914406	1500	6500	NA
21	Spectrogram 1	1	135.429014176	136.101014176	1500	6500	NA
22	Spectrogram 1	1	137.870007964	138.542007964	1500	6500	NA
23	Spectrogram 1	1	143.938331337	144.610331337	1500	6500	NA
24	Spectrogram 1	1	147.155722641	147.827722641	1500	6500	NA
25	Spectrogram 1	1	149.733362393	150.405362393	1500	6500	NA
26	Spectrogram 1	1	153.279946635	153.951946635	1500	6500	NA
27	Spectrogram 1	1	155.745785144	156.417785144	1500	6500	NA
28	Spectrogram 1	1	160.311002927	160.983002927	1500	6500	NA
29	Spectrogram 1	1	168.89485425	169.56685425	1500	6500	NA
30	Spectrogram 1	1	216.075276224	216.747276224	1500	6500	NA
31	Spectrogram 1	1	216.801984298	217.473984298	1500	6500	NA
32	Spectrogram 1	1	377.393358487	378.065358487	1500	6500	NA
33	Spectrogram 1	1	381.610749791	382.282749791	1500	6500	NA
34	Spectrogram 1	1	384.0455324	384.7175324	1500	6500	NA
35	Spectrogram 1	1	1026.825010462	1027.497010462	1500	6500	NA
36	Spectrogram 1	1	1570.451734258	1571.123734258	1500	6500	NA
37	Spectrogram 1	1	1572.370988916	1573.042988916	1500	6500	NA
38	Spectrogram 1	1	1576.091485811	1576.763485811	1500	6500	NA
39	Spectrogram 1	1	1591.744292233	1592.416292233	1500	6500	NA
40	Spectrogram 1	1	1595.030006519	1595.702006519	1500	6500	NA
41	Spectrogram 1	1	1643.670884082	1644.342884082	1500	6500	NA
42	Spectrogram 1	1	1646.981443479	1647.653443479	1500	6500	NA
43	Spectrogram 1	1	1650.900698138	1651.572698138	1500	6500	NA
44	Spectrogram 1	1	1654.857220268	1655.529220268	1500	6500	NA
45	Spectrogram 1	1	1680.466565065	1681.138565065	1500	6500	NA
46	Spectrogram 1	1	1681.342341462	1682.014341462	1500	6500	NA
47	Spectrogram 1	1	1683.982093015	1684.654093015	1500	6500	NA
48	Spectrogram 1	1	1724.242272581	1724.914272581	1500	6500	NA
49	Spectrogram 1	1	1749.70946212	1750.38146212	1500	6500	NA
50	Spectrogram 1	1	1750.231201251	1750.903201251	1500	6500	NA
