Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	28.592172822	29.264172822	1800	4000	NA
2	Spectrogram 1	1	34.399626272	35.071626272	1800	4000	NA
3	Spectrogram 1	1	35.610806396	36.282806396	1800	4000	NA
4	Spectrogram 1	1	38.412048632	39.084048632	1800	4000	NA
5	Spectrogram 1	1	36.995899564	37.667899564	1800	4000	NA
6	Spectrogram 1	1	39.735029999	40.407029999	1800	4000	NA
7	Spectrogram 1	1	45.107700841	45.779700841	1800	4000	NA
8	Spectrogram 1	1	46.846831276	47.518831276	1800	4000	NA
9	Spectrogram 1	1	55.194657397	55.866657397	1800	4000	NA
10	Spectrogram 1	1	53.126334416	53.798334416	1800	4000	NA
11	Spectrogram 1	1	58.10770091	58.77970091	1800	4000	NA
12	Spectrogram 1	1	64.447713664	65.119713664	1800	4000	NA
13	Spectrogram 1	1	64.807962112	65.479962112	1800	4000	NA
14	Spectrogram 1	1	65.286222981	65.958222981	1800	4000	NA
15	Spectrogram 1	1	66.193055279	66.865055279	1800	4000	NA
16	Spectrogram 1	1	66.839018012	67.511018012	1800	4000	NA
17	Spectrogram 1	1	68.019142236	68.691142236	1800	4000	NA
18	Spectrogram 1	1	69.311067702	69.983067702	1800	4000	NA
19	Spectrogram 1	1	67.2489559	67.9209559	1800	4000	NA
20	Spectrogram 1	1	68.640260248	69.312260248	1800	4000	NA
21	Spectrogram 1	1	70.919763354	71.591763354	1800	4000	NA
22	Spectrogram 1	1	71.422868944	72.094868944	1800	4000	NA
23	Spectrogram 1	1	72.118521118	72.790521118	1800	4000	NA
24	Spectrogram 1	1	73.422868885	74.094868885	1800	4000	NA
25	Spectrogram 1	1	74.311067643	74.983067643	1800	4000	NA
26	Spectrogram 1	1	75.484980687	76.156980687	1800	4000	NA
27	Spectrogram 1	1	76.062620438	76.734620438	1800	4000	NA
28	Spectrogram 1	1	76.379390624	77.051390624	1800	4000	NA
29	Spectrogram 1	1	76.963241556	77.635241556	1800	4000	NA
30	Spectrogram 1	1	78.385601805	79.057601805	1800	4000	NA
31	Spectrogram 1	1	79.609204289	80.281204289	1800	4000	NA
32	Spectrogram 1	1	82.547092522	83.219092522	1800	4000	NA
33	Spectrogram 1	1	407.447831354	408.119831354	1800	4000	NA
34	Spectrogram 1	1	411.131061168	411.803061168	1800	4000	NA
35	Spectrogram 1	1	487.614781779	488.286781779	1800	4000	NA
36	Spectrogram 1	1	488.881862525	489.553862525	1800	4000	NA
37	Spectrogram 1	1	489.689315941	490.361315941	1800	4000	NA
38	Spectrogram 1	1	491.316645133	491.988645133	1800	4000	NA
39	Spectrogram 1	1	492.14894327	492.82094327	1800	4000	NA
40	Spectrogram 1	1	493.416024015	494.088024015	1800	4000	NA
41	Spectrogram 1	1	494.515402897	495.187402897	1800	4000	NA
42	Spectrogram 1	1	496.645837714	497.317837714	1800	4000	NA
43	Spectrogram 1	1	498.857017839	499.529017839	1800	4000	NA
44	Spectrogram 1	1	504.335278742	505.007278742	1800	4000	NA
45	Spectrogram 1	1	505.372545823	506.044545823	1800	4000	NA
46	Spectrogram 1	1	510.72658309	511.39858309	1800	4000	NA
47	Spectrogram 1	1	518.999875085	519.671875085	1800	4000	NA
48	Spectrogram 1	1	519.825962041	520.497962041	1800	4000	NA
49	Spectrogram 1	1	521.881862662	522.553862662	1800	4000	NA
50	Spectrogram 1	1	524.29180055	524.96380055	1800	4000	NA
51	Spectrogram 1	1	523.950185644	524.622185644	1800	4000	NA
52	Spectrogram 1	1	526.484347169	527.156347169	1800	4000	NA
53	Spectrogram 1	1	529.676893752	530.348893752	1800	4000	NA
54	Spectrogram 1	1	528.732794374	529.404794374	1800	4000	NA
55	Spectrogram 1	1	531.341490026	532.013490026	1800	4000	NA
56	Spectrogram 1	1	533.54024779	534.21224779	1800	4000	NA
57	Spectrogram 1	1	536.583726085	537.255726085	1800	4000	NA
58	Spectrogram 1	1	538.304222979	538.976222979	1800	4000	NA
59	Spectrogram 1	1	540.614781986	541.286781986	1800	4000	NA
60	Spectrogram 1	1	541.086831675	541.758831675	1800	4000	NA
61	Spectrogram 1	1	544.09304289	544.76504289	1800	4000	NA
62	Spectrogram 1	1	545.030931088	545.702931088	1800	4000	NA
63	Spectrogram 1	1	547.260744753	547.932744753	1800	4000	NA
64	Spectrogram 1	1	549.459502517	550.131502517	1800	4000	NA
65	Spectrogram 1	1	623.257710085	623.929710085	1800	4000	NA
66	Spectrogram 1	1	623.965784619	624.637784619	1800	4000	NA
67	Spectrogram 1	1	624.909883998	625.581883998	1800	4000	NA
68	Spectrogram 1	1	627.388144902	628.060144902	1800	4000	NA
69	Spectrogram 1	1	627.947151113	628.619151113	1800	4000	NA
70	Spectrogram 1	1	630.152120058	630.824120058	1800	4000	NA
71	Spectrogram 1	1	631.369511362	632.041511362	1800	4000	NA
72	Spectrogram 1	1	633.673859188	634.345859188	1800	4000	NA
73	Spectrogram 1	1	639.959573508	640.631573508	1800	4000	NA
74	Spectrogram 1	1	646.226654288	646.898654288	1800	4000	NA
75	Spectrogram 1	1	649.83534994	650.50734994	1800	4000	NA
76	Spectrogram 1	1	651.847772335	652.519772335	1800	4000	NA
77	Spectrogram 1	1	657.934728856	658.606728856	1800	4000	NA
78	Spectrogram 1	1	714.299774983	714.971774983	1800	4000	NA
79	Spectrogram 1	1	715.771824673	716.443824673	1800	4000	NA
80	Spectrogram 1	1	717.101017219	717.773017219	1800	4000	NA
81	Spectrogram 1	1	719.61654517	720.28854517	1800	4000	NA
82	Spectrogram 1	1	721.4302098	722.1022098	1800	4000	NA
83	Spectrogram 1	1	723.92089303	724.59289303	1800	4000	NA
84	Spectrogram 1	1	726.802880608	727.474880608	1800	4000	NA
85	Spectrogram 1	1	727.597911664	728.269911664	1800	4000	NA
86	Spectrogram 1	1	728.765613561	729.437613561	1800	4000	NA
87	Spectrogram 1	1	729.343253313	730.015253313	1800	4000	NA
88	Spectrogram 1	1	729.970582505	730.642582505	1800	4000	NA
89	Spectrogram 1	1	731.660023499	732.332023499	1800	4000	NA
90	Spectrogram 1	1	733.628967599	734.300967599	1800	4000	NA
91	Spectrogram 1	1	734.281141512	734.953141512	1800	4000	NA
92	Spectrogram 1	1	735.132073189	735.804073189	1800	4000	NA
93	Spectrogram 1	1	735.753191201	736.425191201	1800	4000	NA
94	Spectrogram 1	1	737.796669496	738.468669496	1800	4000	NA
95	Spectrogram 1	1	742.448843409	743.120843409	1800	4000	NA
96	Spectrogram 1	1	743.287352726	743.959352726	1800	4000	NA
97	Spectrogram 1	1	744.746980055	745.418980055	1800	4000	NA
98	Spectrogram 1	1	749.448843444	750.120843444	1800	4000	NA
99	Spectrogram 1	1	1263.565681991	1264.237681991	1800	4000	NA
100	Spectrogram 1	1	1266.366924227	1267.038924227	1800	4000	NA
101	Spectrogram 1	1	1269.267545345	1269.939545345	1800	4000	NA
102	Spectrogram 1	1	1267.193011183	1267.865011183	1800	4000	NA
103	Spectrogram 1	1	1415.053101865	1415.725101865	1800	4000	NA
104	Spectrogram 1	1	1416.382294411	1417.054294411	1800	4000	NA
105	Spectrogram 1	1	1419.425772672	1420.097772672	1800	4000	NA
