Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	424.161512715	424.833512715	1800	4000	NA
2	Spectrogram 1	1	425.608717655	426.280717655	1800	4000	NA
3	Spectrogram 1	1	426.614928835	427.286928835	1800	4000	NA
4	Spectrogram 1	1	427.670829456	428.342829456	1800	4000	NA
5	Spectrogram 1	1	429.310581009	429.982581009	1800	4000	NA
6	Spectrogram 1	1	447.93728124	448.60928124	1800	4000	NA
7	Spectrogram 1	1	453.682622826	454.354622826	1800	4000	NA
8	Spectrogram 1	1	467.577033275	468.249033275	1800	4000	NA
9	Spectrogram 1	1	452.898625337	453.570625337	1800	4000	NA
10	Spectrogram 1	1	449.271296209	449.943296209	1800	4000	NA
11	Spectrogram 1	1	444.581855215	445.253855215	1800	4000	NA
12	Spectrogram 1	1	464.128439008	464.800439008	1800	4000	NA
13	Spectrogram 1	1	459.861358262	460.533358262	1800	4000	NA
14	Spectrogram 1	1	511.360985753	512.032985753	1800	4000	NA
15	Spectrogram 1	1	517.454153425	518.126153425	1800	4000	NA
16	Spectrogram 1	1	518.67154473	519.34354473	1800	4000	NA
17	Spectrogram 1	1	519.491420506	520.163420506	1800	4000	NA
18	Spectrogram 1	1	521.274029202	521.946029202	1800	4000	NA
19	Spectrogram 1	1	524.093904949	524.765904949	1800	4000	NA
20	Spectrogram 1	1	1233.933156682	1234.605156682	1800	4000	NA
21	Spectrogram 1	1	1646.471171732	1647.143171732	1800	4000	NA
