Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	522.024667965	522.696667965	1500	6500	NA
2	Spectrogram 1	1	812.446953107	813.118953107	1500	6500	NA
4	Spectrogram 1	1	1329.130271598	1329.802271598	1500	6500	NA
5	Spectrogram 1	1	1331.441255906	1332.113255906	1500	6500	NA
6	Spectrogram 1	1	1358.80245075	1359.47445075	1500	6500	NA
7	Spectrogram 1	1	1360.400168297	1361.072168297	1500	6500	NA
8	Spectrogram 1	1	1361.420139766	1362.092139766	1500	6500	NA
9	Spectrogram 1	1	1363.110581992	1363.782581992	1500	6500	NA
10	Spectrogram 1	1	1394.623110964	1395.295110964	1500	6500	NA
11	Spectrogram 1	1	1395.643082433	1396.315082433	1500	6500	NA
12	Spectrogram 1	1	1396.306420522	1396.978420522	1500	6500	NA
13	Spectrogram 1	1	1397.09101396	1397.76301396	1500	6500	NA
14	Spectrogram 1	1	1399.145222234	1399.817222234	1500	6500	NA
15	Spectrogram 1	1	1536.428676522	1537.100676522	1500	6500	NA
16	Spectrogram 1	1	1539.723968962	1540.395968962	1500	6500	NA
17	Spectrogram 1	1	1544.174753555	1544.846753555	1500	6500	NA
