Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	438.123315263	438.795315263	1800	4000	NA
2	Spectrogram 1	1	439.93076868	440.60276868	1800	4000	NA
3	Spectrogram 1	1	439.291017127	439.963017127	1800	4000	NA
4	Spectrogram 1	1	443.07983712	443.75183712	1800	4000	NA
5	Spectrogram 1	1	443.551886809	444.223886809	1800	4000	NA
6	Spectrogram 1	1	445.048781219	445.720781219	1800	4000	NA
7	Spectrogram 1	1	445.390396126	446.062396126	1800	4000	NA
8	Spectrogram 1	1	448.154371282	448.826371282	1800	4000	NA
9	Spectrogram 1	1	450.595365188	451.267365188	1800	4000	NA
10	Spectrogram 1	1	451.601576368	452.273576368	1800	4000	NA
11	Spectrogram 1	1	452.471141585	453.143141585	1800	4000	NA
12	Spectrogram 1	1	453.2164832	453.8884832	1800	4000	NA
13	Spectrogram 1	1	461.235116858	461.907116858	1800	4000	NA
14	Spectrogram 1	1	466.613998963	467.285998963	1800	4000	NA
15	Spectrogram 1	1	465.893502069	466.565502069	1800	4000	NA
16	Spectrogram 1	1	469.489775361	470.161775361	1800	4000	NA
17	Spectrogram 1	1	498.482894274	499.154894274	1800	4000	NA
18	Spectrogram 1	1	501.426993653	502.098993653	1800	4000	NA
19	Spectrogram 1	1	515.830221079	516.502221079	1800	4000	NA
20	Spectrogram 1	1	521.469972632	522.141972632	1800	4000	NA
21	Spectrogram 1	1	535.870955002	536.542955002	1800	4000	NA
22	Spectrogram 1	1	550.232968886	550.904968886	1800	4000	NA
23	Spectrogram 1	1	789.817963045	790.489963045	1800	4000	NA
24	Spectrogram 1	1	791.842807766	792.514807766	1800	4000	NA
25	Spectrogram 1	1	793.078832611	793.750832611	1800	4000	NA
26	Spectrogram 1	1	794.619205281	795.291205281	1800	4000	NA
27	Spectrogram 1	1	794.985664909	795.657664909	1800	4000	NA
28	Spectrogram 1	1	795.345913356	796.017913356	1800	4000	NA
29	Spectrogram 1	1	841.175688802	841.847688802	1800	4000	NA
30	Spectrogram 1	1	842.132210541	842.804210541	1800	4000	NA
31	Spectrogram 1	1	844.386868926	845.058868926	1800	4000	NA
32	Spectrogram 1	1	845.293701224	845.965701224	1800	4000	NA
33	Spectrogram 1	1	847.467614267	848.139614267	1800	4000	NA
34	Spectrogram 1	1	1286.570688498	1287.242688498	1800	4000	NA
35	Spectrogram 1	1	1290.558266138	1291.230266138	1800	4000	NA
36	Spectrogram 1	1	1295.651433957	1296.323433957	1800	4000	NA
37	Spectrogram 1	1	1296.663856317	1297.335856317	1800	4000	NA
38	Spectrogram 1	1	1297.334663771	1298.006663771	1800	4000	NA
39	Spectrogram 1	1	1299.272551969	1299.944551969	1800	4000	NA
40	Spectrogram 1	1	1304.210440286	1304.882440286	1800	4000	NA
41	Spectrogram 1	1	1316.038533619	1316.710533619	1800	4000	NA
42	Spectrogram 1	1	1415.9399373	1416.6119373	1800	4000	NA
43	Spectrogram 1	1	1416.759813076	1417.431813076	1800	4000	NA
44	Spectrogram 1	1	1535.331241768	1536.003241768	1800	4000	NA
45	Spectrogram 1	1	1537.803291458	1538.475291458	1800	4000	NA
46	Spectrogram 1	1	1539.815713818	1540.487713818	1800	4000	NA
47	Spectrogram 1	1	1541.275341265	1541.947341265	1800	4000	NA
