Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	338.430893469	339.102893469	1800	4000	NA
2	Spectrogram 1	1	342.548905892	343.220905892	1800	4000	NA
3	Spectrogram 1	1	344.505427631	345.177427631	1800	4000	NA
4	Spectrogram 1	1	875.012232043	875.684232043	1800	4000	NA
5	Spectrogram 1	1	876.061921484	876.733921484	1800	4000	NA
6	Spectrogram 1	1	877.310368689	877.982368689	1800	4000	NA
7	Spectrogram 1	1	878.341424589	879.013424589	1800	4000	NA
8	Spectrogram 1	1	882.583660614	883.255660614	1800	4000	NA
9	Spectrogram 1	1	883.776207198	884.448207198	1800	4000	NA
10	Spectrogram 1	1	897.10755335	897.77955335	1800	4000	NA
11	Spectrogram 1	1	898.467801797	899.139801797	1800	4000	NA
12	Spectrogram 1	1	940.606881578	941.278881578	1800	4000	NA
13	Spectrogram 1	1	942.650359839	943.322359839	1800	4000	NA
14	Spectrogram 1	1	946.71247164	947.38447164	1800	4000	NA
15	Spectrogram 1	1	955.836695051	956.508695051	1800	4000	NA
16	Spectrogram 1	1	965.085142064	965.757142064	1800	4000	NA
17	Spectrogram 1	1	1080.429331008	1081.101331008	1800	4000	NA
18	Spectrogram 1	1	1082.05044902	1082.72244902	1800	4000	NA
