Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	164.760122894	165.432122894	1500	6500	NA
2	Spectrogram 1	1	166.269439664	166.941439664	1500	6500	NA
3	Spectrogram 1	1	687.624069224	688.296069224	1500	6500	NA
4	Spectrogram 1	1	687.92220587	688.59420587	1500	6500	NA
5	Spectrogram 1	1	692.0199924	692.6919924	1500	6500	NA
6	Spectrogram 1	1	695.063470661	695.735470661	1500	6500	NA
7	Spectrogram 1	1	716.867593144	717.539593144	1500	6500	NA
8	Spectrogram 1	1	719.227841592	719.899841592	1500	6500	NA
9	Spectrogram 1	1	773.195065755	773.867065755	1500	6500	NA
10	Spectrogram 1	1	774.586370103	775.258370103	1500	6500	NA
11	Spectrogram 1	1	775.629848364	776.301848364	1500	6500	NA
12	Spectrogram 1	1	787.032298494	787.704298494	1500	6500	NA
13	Spectrogram 1	1	789.491925823	790.163925823	1500	6500	NA
14	Spectrogram 1	1	790.877018991	791.549018991	1500	6500	NA
15	Spectrogram 1	1	800.678261345	801.350261345	1500	6500	NA
18	Spectrogram 1	1	1522.853541556	1523.525541556	1500	6500	NA
19	Spectrogram 1	1	1503.934286217	1504.606286217	1500	6500	NA
20	Spectrogram 1	1	1497.456025229	1498.128025229	1500	6500	NA
21	Spectrogram 1	1	1490.325590329	1490.997590329	1500	6500	NA
22	Spectrogram 1	1	1492.238633808	1492.910633808	1500	6500	NA
23	Spectrogram 1	1	1486.164099529	1486.836099529	1500	6500	NA
24	Spectrogram 1	1	1513.909441614	1514.581441614	1500	6500	NA
