Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	1508.28664717	1508.95864717	1800	4000	NA
2	Spectrogram 1	1	1509.932609903	1510.604609903	1800	4000	NA
3	Spectrogram 1	1	1511.075467045	1511.747467045	1800	4000	NA
4	Spectrogram 1	1	1512.615839716	1513.287839716	1800	4000	NA
5	Spectrogram 1	1	1513.671740337	1514.343740337	1800	4000	NA
6	Spectrogram 1	1	1514.038199965	1514.710199965	1800	4000	NA
7	Spectrogram 1	1	1515.777330399	1516.449330399	1800	4000	NA
8	Spectrogram 1	1	1516.889131642	1517.561131642	1800	4000	NA
9	Spectrogram 1	1	1518.187267341	1518.859267341	1800	4000	NA
10	Spectrogram 1	1	1521.087888459	1521.759888459	1800	4000	NA
11	Spectrogram 1	1	1521.510248708	1522.182248708	1800	4000	NA
12	Spectrogram 1	1	1524.740062372	1525.412062372	1800	4000	NA
13	Spectrogram 1	1	1525.833229955	1526.505229955	1800	4000	NA
14	Spectrogram 1	1	1526.547515669	1527.219515669	1800	4000	NA
15	Spectrogram 1	1	1530.286646104	1530.958646104	1800	4000	NA
16	Spectrogram 1	1	1532.460559147	1533.132559147	1800	4000	NA
17	Spectrogram 1	1	1532.876708216	1533.548708216	1800	4000	NA
