Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	203.292062998	203.964062998	1500	6500	NA
2	Spectrogram 1	1	362.800920976	363.472920976	1500	6500	NA
3	Spectrogram 1	1	364.353716007	365.025716007	1500	6500	NA
4	Spectrogram 1	1	369.080424112	369.752424112	1500	6500	NA
5	Spectrogram 1	1	372.676697404	373.348697404	1500	6500	NA
6	Spectrogram 1	1	376.968622901	377.640622901	1500	6500	NA
7	Spectrogram 1	1	378.751231596	379.423231596	1500	6500	NA
8	Spectrogram 1	1	382.962410928	383.634410928	1500	6500	NA
9	Spectrogram 1	1	385.285392295	385.957392295	1500	6500	NA
10	Spectrogram 1	1	389.763653165	390.435653165	1500	6500	NA
11	Spectrogram 1	1	391.241914065	391.913914065	1500	6500	NA
12	Spectrogram 1	1	885.763091412	886.435091412	1500	6500	NA
13	Spectrogram 1	1	886.68855725	887.36055725	1500	6500	NA
14	Spectrogram 1	1	887.377998244	888.049998244	1500	6500	NA
15	Spectrogram 1	1	888.309675263	888.981675263	1500	6500	NA
16	Spectrogram 1	1	889.241352281	889.913352281	1500	6500	NA
17	Spectrogram 1	1	889.968060356	890.640060356	1500	6500	NA
18	Spectrogram 1	1	890.68855725	891.36055725	1500	6500	NA
19	Spectrogram 1	1	891.483588306	892.155588306	1500	6500	NA
20	Spectrogram 1	1	892.533277747	893.205277747	1500	6500	NA
21	Spectrogram 1	1	893.601600729	894.273600729	1500	6500	NA
