Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Spectrogram 1	1	755.560499978	756.232499978	1800	4000	NA
2	Spectrogram 1	1	756.958015505	757.630015505	1800	4000	NA
3	Spectrogram 1	1	758.076027928	758.748027928	1800	4000	NA
4	Spectrogram 1	1	762.628822959	763.300822959	1800	4000	NA
5	Spectrogram 1	1	763.982860034	764.654860034	1800	4000	NA
6	Spectrogram 1	1	765.448698543	766.120698543	1800	4000	NA
7	Spectrogram 1	1	766.80894699	767.48094699	1800	4000	NA
8	Spectrogram 1	1	768.076027736	768.748027736	1800	4000	NA
9	Spectrogram 1	1	769.057394195	769.729394195	1800	4000	NA
10	Spectrogram 1	1	770.405220282	771.077220282	1800	4000	NA
11	Spectrogram 1	1	772.318263569	772.990263569	1800	4000	NA
12	Spectrogram 1	1	775.970437482	776.642437482	1800	4000	NA
13	Spectrogram 1	1	777.131928165	777.803928165	1800	4000	NA
14	Spectrogram 1	1	773.790313258	774.462313258	1800	4000	NA
15	Spectrogram 1	1	774.349319469	775.021319469	1800	4000	NA
16	Spectrogram 1	1	775.243729407	775.915729407	1800	4000	NA
18	Spectrogram 1	1	784.262362755	784.934362755	1800	4000	NA
19	Spectrogram 1	1	785.374163998	786.046163998	1800	4000	NA
20	Spectrogram 1	1	788.25615056	788.92815056	1800	4000	NA
21	Spectrogram 1	1	793.162982858	793.834982858	1800	4000	NA
22	Spectrogram 1	1	814.347032298	815.019032298	1800	4000	NA
23	Spectrogram 1	1	814.701069565	815.373069565	1800	4000	NA
24	Spectrogram 1	1	817.4402	818.1122	1800	4000	NA
25	Spectrogram 1	1	820.396721547	821.068721547	1800	4000	NA
26	Spectrogram 1	1	821.086162541	821.758162541	1800	4000	NA
27	Spectrogram 1	1	822.707280553	823.379280553	1800	4000	NA
28	Spectrogram 1	1	823.769392354	824.441392354	1800	4000	NA
29	Spectrogram 1	1	837.111006877	837.783006877	1800	4000	NA
30	Spectrogram 1	1	837.688646628	838.360646628	1800	4000	NA
31	Spectrogram 1	1	839.135851597	839.807851597	1800	4000	NA
32	Spectrogram 1	1	840.626534827	841.298534827	1800	4000	NA
33	Spectrogram 1	1	863.199233311	863.871233311	1800	4000	NA
34	Spectrogram 1	1	869.329667902	870.001667902	1800	4000	NA
35	Spectrogram 1	1	870.75823933	871.43023933	1800	4000	NA
36	Spectrogram 1	1	877.261343905	877.933343905	1800	4000	NA
37	Spectrogram 1	1	878.814138936	879.486138936	1800	4000	NA
38	Spectrogram 1	1	880.404201048	881.076201048	1800	4000	NA
39	Spectrogram 1	1	923.561643342	924.233643342	1800	4000	NA
40	Spectrogram 1	1	927.089593652	927.761593652	1800	4000	NA
41	Spectrogram 1	1	929.443630919	930.115630919	1800	4000	NA
42	Spectrogram 1	1	1065.19342341	1065.86542341	1800	4000	NA
43	Spectrogram 1	1	1070.665457833	1071.337457833	1800	4000	NA
44	Spectrogram 1	1	1072.503967149	1073.175967149	1800	4000	NA
45	Spectrogram 1	1	1074.050551	1074.722551	1800	4000	NA
46	Spectrogram 1	1	1079.746202982	1080.418202982	1800	4000	NA
47	Spectrogram 1	1	1081.056761988	1081.728761988	1800	4000	NA
48	Spectrogram 1	1	1084.466699877	1085.138699877	1800	4000	NA
49	Spectrogram 1	1	1086.361109622	1087.033109622	1800	4000	NA
50	Spectrogram 1	1	1541.313085201	1541.985085201	1800	4000	NA
51	Spectrogram 1	1	1542.23855104	1542.91055104	1800	4000	NA
52	Spectrogram 1	1	1543.145383338	1543.817383338	1800	4000	NA
53	Spectrogram 1	1	1543.605010667	1544.277010667	1800	4000	NA
54	Spectrogram 1	1	1544.027370916	1544.699370916	1800	4000	NA
55	Spectrogram 1	1	1544.654700108	1545.326700108	1800	4000	NA
56	Spectrogram 1	1	1546.002526195	1546.674526195	1800	4000	NA
57	Spectrogram 1	1	1546.567743586	1547.239743586	1800	4000	NA
58	Spectrogram 1	1	1547.505631785	1548.177631785	1800	4000	NA
59	Spectrogram 1	1	1548.797557251	1549.469557251	1800	4000	NA
60	Spectrogram 1	1	1585.900546941	1586.572546941	1800	4000	NA
61	Spectrogram 1	1	1587.198683587	1587.870683587	1800	4000	NA
62	Spectrogram 1	1	1594.826012779	1595.498012779	1800	4000	NA
