Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	212.917700457	213.589700457	1500	6500	DBF
2	Spectrogram 1	1	213.532334603	214.204334603	1500	6500	DBF
3	Spectrogram 1	1	218.107945312	218.779945312	1500	6500	DBF
4	Spectrogram 1	1	223.439653581	224.111653581	1500	6500	DBF
5	Spectrogram 1	1	234.90794817	235.57994817	1500	6500	DBF
6	Spectrogram 1	1	244.176242758	244.848242758	1500	6500	DBF
7	Spectrogram 1	1	249.093316882	249.765316882	1500	6500	DBF
8	Spectrogram 1	1	249.54209737	250.21409737	1500	6500	DBF
9	Spectrogram 1	1	267.795706303	268.467706303	1500	6500	DBF
10	Spectrogram 1	1	498.493302943	499.165302943	1500	6500	DBF
11	Spectrogram 1	1	501.376230725	502.048230725	1500	6500	DBF
12	Spectrogram 1	1	503.298181944	503.970181944	1500	6500	DBF
13	Spectrogram 1	1	505.785986822	506.457986822	1500	6500	DBF
14	Spectrogram 1	1	507.473792653	508.145792653	1500	6500	DBF
15	Spectrogram 1	1	512.581110679	513.253110679	1500	6500	DBF
16	Spectrogram 1	1	533.415260831	534.087260831	1500	6500	DBF
17	Spectrogram 1	1	535.59087154	536.26287154	1500	6500	DBF
18	Spectrogram 1	1	537.756725198	538.428725198	1500	6500	DBF
19	Spectrogram 1	1	539.439652028	540.111652028	1500	6500	DBF
20	Spectrogram 1	1	541.537213956	542.209213956	1500	6500	DBF
21	Spectrogram 1	1	563.585995852	564.257995852	1500	6500	DBF
22	Spectrogram 1	1	565.468922681	566.140922681	1500	6500	DBF
23	Spectrogram 1	1	567.698190974	568.370190974	1500	6500	DBF
24	Spectrogram 1	1	570.078679732	570.750679732	1500	6500	DBF
25	Spectrogram 1	1	571.532338268	572.204338268	1500	6500	DBF
26	Spectrogram 1	1	572.712826073	573.384826073	1500	6500	DBF
27	Spectrogram 1	1	573.81526605	574.48726605	1500	6500	DBF
28	Spectrogram 1	1	574.981119709	575.653119709	1500	6500	DBF
29	Spectrogram 1	1	576.683558733	577.355558733	1500	6500	DBF
30	Spectrogram 1	1	577.53721727	578.20921727	1500	6500	DBF
31	Spectrogram 1	1	579.390876759	580.062876759	1500	6500	DBF
32	Spectrogram 1	1	590.132342079	590.804342079	1500	6500	DBF
33	Spectrogram 1	1	591.795756713	592.467756713	1500	6500	DBF
34	Spectrogram 1	1	593.18112352	593.85312352	1500	6500	DBF
35	Spectrogram 1	1	594.571367422	595.243367422	1500	6500	DBF
36	Spectrogram 1	1	595.4591723	596.1311723	1500	6500	DBF
37	Spectrogram 1	1	595.951855227	596.623855227	1500	6500	DBF
38	Spectrogram 1	1	597.249416202	597.921416202	1500	6500	DBF
39	Spectrogram 1	1	600.142100082	600.814100082	1500	6500	DBF
40	Spectrogram 1	1	603.425027864	604.097027864	1500	6500	DBF
41	Spectrogram 1	1	605.215271766	605.887271766	1500	6500	DBF
42	Spectrogram 1	1	609.254297109	609.926297109	1500	6500	DBF
43	Spectrogram 1	1	611.21039467	611.88239467	1500	6500	DBF
44	Spectrogram 1	1	635.532348251	636.204348251	1500	6500	DBF
45	Spectrogram 1	1	641.527471155	642.199471155	1500	6500	DBF
46	Spectrogram 1	1	5426.118557547	5426.790557547	1500	6500	DBF
47	Spectrogram 1	1	5429.162459986	5429.834459986	1500	6500	DBF
48	Spectrogram 1	1	5452.050269628	5452.722269628	1500	6500	DBF
49	Spectrogram 1	1	5455.20148914	5455.87348914	1500	6500	DBF
50	Spectrogram 1	1	5461.289295923	5461.961295923	1500	6500	DBF
