Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	331.29331274	331.96531274	1500	6500	DBF
2	Spectrogram 1	1	334.068923298	334.740923298	1500	6500	DBF
3	Spectrogram 1	1	335.54209403	336.21409403	1500	6500	DBF
4	Spectrogram 1	1	337.156728978	337.828728978	1500	6500	DBF
5	Spectrogram 1	1	338.532338734	339.204338734	1500	6500	DBF
6	Spectrogram 1	1	339.839655807	340.511655807	1500	6500	DBF
7	Spectrogram 1	1	2338.361696103	2339.033696103	1500	6500	DBF
8	Spectrogram 1	1	2763.537146618	2764.209146618	1500	6500	DBF
9	Spectrogram 1	1	2767.717635225	2768.389635225	1500	6500	DBF
10	Spectrogram 1	1	2785.912760382	2786.584760382	1500	6500	DBF
11	Spectrogram 1	1	5276.527574997	5277.199574997	1500	6500	DBF
12	Spectrogram 1	1	5281.210502628	5281.882502628	1500	6500	DBF
13	Spectrogram 1	1	5330.439797414	5331.111797414	1500	6500	DBF
