Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	1311.513097399	1312.185097399	1500	6500	DBF
2	Spectrogram 1	1	1315.561877887	1316.233877887	1500	6500	DBF
3	Spectrogram 1	1	2091.225486327	2091.897486327	1500	6500	DBF
4	Spectrogram 1	1	2093.932804721	2094.604804721	1500	6500	DBF
5	Spectrogram 1	1	2095.942560818	2096.614560818	1500	6500	DBF
6	Spectrogram 1	1	2100.918171895	2101.590171895	1500	6500	DBF
7	Spectrogram 1	1	2101.645001163	2102.317001163	1500	6500	DBF
8	Spectrogram 1	1	2103.986465899	2104.658465899	1500	6500	DBF
9	Spectrogram 1	1	2109.50354039	2110.17554039	1500	6500	DBF
10	Spectrogram 1	1	2153.874280629	2154.546280629	1500	6500	DBF
11	Spectrogram 1	1	2184.601115787	2185.273115787	1500	6500	DBF
12	Spectrogram 1	1	2185.201115787	2185.873115787	1500	6500	DBF
13	Spectrogram 1	1	2185.923067007	2186.595067007	1500	6500	DBF
14	Spectrogram 1	1	2186.474286519	2187.146286519	1500	6500	DBF
15	Spectrogram 1	1	2188.245018226	2188.917018226	1500	6500	DBF
16	Spectrogram 1	1	2189.035262129	2189.707262129	1500	6500	DBF
17	Spectrogram 1	1	2190.401117108	2191.073117108	1500	6500	DBF
18	Spectrogram 1	1	2191.703556132	2192.375556132	1500	6500	DBF
19	Spectrogram 1	1	2202.605997798	2203.277997798	1500	6500	DBF
20	Spectrogram 1	1	2807.806137358	2808.478137358	1500	6500	DBF
21	Spectrogram 1	1	2810.337845996	2811.009845996	1500	6500	DBF
22	Spectrogram 1	1	2811.937845996	2812.609845996	1500	6500	DBF
23	Spectrogram 1	1	2813.757359511	2814.429359511	1500	6500	DBF
24	Spectrogram 1	1	2815.12321317	2815.79521317	1500	6500	DBF
25	Spectrogram 1	1	2817.396383902	2818.068383902	1500	6500	DBF
26	Spectrogram 1	1	2819.352482783	2820.024482783	1500	6500	DBF
27	Spectrogram 1	1	2820.879312052	2821.551312052	1500	6500	DBF
28	Spectrogram 1	1	2822.537848637	2823.209848637	1500	6500	DBF
29	Spectrogram 1	1	3517.216068774	3517.888068774	1500	6500	DBF
30	Spectrogram 1	1	3520.020948144	3520.692948144	1500	6500	DBF
31	Spectrogram 1	1	3521.538021314	3522.210021314	1500	6500	DBF
32	Spectrogram 1	1	4768.313944228	4768.985944228	1500	6500	DBF
33	Spectrogram 1	1	4794.631020648	4795.303020648	1500	6500	DBF
34	Spectrogram 1	1	4796.099314652	4796.771314652	1500	6500	DBF
35	Spectrogram 1	1	4797.148095139	4797.820095139	1500	6500	DBF
36	Spectrogram 1	1	4797.777363432	4798.449363432	1500	6500	DBF
37	Spectrogram 1	1	4798.694436603	4799.366436603	1500	6500	DBF
