Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	8.161561928	8.833561928	1500	6500	DBF
2	Spectrogram 1	1	8.95668388	9.62868388	1500	6500	DBF
3	Spectrogram 1	1	9.537171684	10.209171684	1500	6500	DBF
4	Spectrogram 1	1	10.146927782	10.818927782	1500	6500	DBF
5	Spectrogram 1	1	11.117660442	11.789660442	1500	6500	DBF
6	Spectrogram 1	1	13.268879954	13.940879954	1500	6500	DBF
7	Spectrogram 1	1	14.342050686	15.014050686	1500	6500	DBF
8	Spectrogram 1	1	15.766441883	16.438441883	1500	6500	DBF
9	Spectrogram 1	1	17.668880907	18.340880907	1500	6500	DBF
10	Spectrogram 1	1	23.54693064	24.21893064	1500	6500	DBF
11	Spectrogram 1	1	25.337175495	26.009175495	1500	6500	DBF
12	Spectrogram 1	1	26.454248666	27.126248666	1500	6500	DBF
13	Spectrogram 1	1	27.049370617	27.721370617	1500	6500	DBF
14	Spectrogram 1	1	27.868882812	28.540882812	1500	6500	DBF
15	Spectrogram 1	1	28.346931593	29.018931593	1500	6500	DBF
16	Spectrogram 1	1	31.200591082	31.872591082	1500	6500	DBF
17	Spectrogram 1	1	32.605469131	33.277469131	1500	6500	DBF
18	Spectrogram 1	1	81.717674733	82.389674733	1500	6500	DBF
19	Spectrogram 1	1	87.356700076	88.028700076	1500	6500	DBF
20	Spectrogram 1	1	88.034748856	88.706748856	1500	6500	DBF
21	Spectrogram 1	1	88.903041539	89.575041539	1500	6500	DBF
22	Spectrogram 1	1	89.093285442	89.765285442	1500	6500	DBF
23	Spectrogram 1	1	539.117748464	539.789748464	1500	6500	DBF
24	Spectrogram 1	1	541.405553342	542.077553342	1500	6500	DBF
25	Spectrogram 1	1	546.766529905	547.438529905	1500	6500	DBF
26	Spectrogram 1	1	549.907994272	550.579994272	1500	6500	DBF
27	Spectrogram 1	1	548.605555248	549.277555248	1500	6500	DBF
28	Spectrogram 1	1	562.083605934	562.755605934	1500	6500	DBF
29	Spectrogram 1	1	564.786045911	565.458045911	1500	6500	DBF
30	Spectrogram 1	1	565.06897274	565.74097274	1500	6500	DBF
31	Spectrogram 1	1	566.386045911	567.058045911	1500	6500	DBF
32	Spectrogram 1	1	694.303134738	694.975134738	1500	6500	DBF
33	Spectrogram 1	1	702.512892741	703.184892741	1500	6500	DBF
34	Spectrogram 1	1	1536.410536302	1537.082536302	1500	6500	DBF
35	Spectrogram 1	1	1888.97157475	1889.64357475	1500	6500	DBF
36	Spectrogram 1	1	1890.595965947	1891.267965947	1500	6500	DBF
37	Spectrogram 1	1	4256.767117015	4257.439117015	1500	6500	DBF
