Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	170.552065041	171.224065041	1500	6500	DBF
2	Spectrogram 1	1	1368.288529656	1368.960529656	1500	6500	DBF
3	Spectrogram 1	1	1368.834870836	1369.506870836	1500	6500	DBF
4	Spectrogram 1	1	1371.69828547	1372.37028547	1500	6500	DBF
5	Spectrogram 1	1	1372.249504982	1372.921504982	1500	6500	DBF
6	Spectrogram 1	1	1926.512859831	1927.184859831	1500	6500	DBF
7	Spectrogram 1	1	1929.059201294	1929.731201294	1500	6500	DBF
8	Spectrogram 1	1	1931.771396132	1932.443396132	1500	6500	DBF
9	Spectrogram 1	1	1948.888468167	1949.560468167	1500	6500	DBF
10	Spectrogram 1	1	1952.386029142	1953.058029142	1500	6500	DBF
11	Spectrogram 1	1	1973.186027722	1973.858027722	1500	6500	DBF
12	Spectrogram 1	1	1986.859197886	1987.531197886	1500	6500	DBF
13	Spectrogram 1	1	1990.122612236	1990.794612236	1500	6500	DBF
14	Spectrogram 1	1	1992.205539065	1992.877539065	1500	6500	DBF
15	Spectrogram 1	1	2234.498194088	2235.170194088	1500	6500	DBF
16	Spectrogram 1	1	2235.503072137	2236.175072137	1500	6500	DBF
17	Spectrogram 1	1	2236.781120917	2237.453120917	1500	6500	DBF
18	Spectrogram 1	1	2238.049413316	2238.721413316	1500	6500	DBF
19	Spectrogram 1	1	2239.254291365	2239.926291365	1500	6500	DBF
20	Spectrogram 1	1	2240.766486487	2241.438486487	1500	6500	DBF
21	Spectrogram 1	1	2241.981120633	2242.653120633	1500	6500	DBF
22	Spectrogram 1	1	2243.688437422	2244.360437422	1500	6500	DBF
23	Spectrogram 1	1	2254.922579841	2255.594579841	1500	6500	DBF
24	Spectrogram 1	1	2256.834774679	2257.506774679	1500	6500	DBF
25	Spectrogram 1	1	2259.995750289	2260.667750289	1500	6500	DBF
26	Spectrogram 1	1	2265.995750005	2266.667750005	1500	6500	DBF
27	Spectrogram 1	1	2433.610367501	2434.282367501	1500	6500	DBF
28	Spectrogram 1	1	2435.107928192	2435.779928192	1500	6500	DBF
29	Spectrogram 1	1	2436.771342826	2437.443342826	1500	6500	DBF
30	Spectrogram 1	1	2857.737144654	2858.409144654	1500	6500	DBF
31	Spectrogram 1	1	2877.776167908	2878.448167908	1500	6500	DBF
32	Spectrogram 1	1	2878.259094737	2878.931094737	1500	6500	DBF
33	Spectrogram 1	1	2878.790802054	2879.462802054	1500	6500	DBF
34	Spectrogram 1	1	2879.756655429	2880.428655429	1500	6500	DBF
35	Spectrogram 1	1	2880.922509087	2881.594509087	1500	6500	DBF
36	Spectrogram 1	1	2882.137143233	2882.809143233	1500	6500	DBF
37	Spectrogram 1	1	2883.26885055	2883.94085055	1500	6500	DBF
38	Spectrogram 1	1	2965.38590883	2966.05790883	1500	6500	DBF
39	Spectrogram 1	1	2967.56639635	2968.23839635	1500	6500	DBF
40	Spectrogram 1	1	2968.815176838	2969.487176838	1500	6500	DBF
41	Spectrogram 1	1	2970.444445131	2971.116445131	1500	6500	DBF
42	Spectrogram 1	1	2972.868835091	2973.540835091	1500	6500	DBF
43	Spectrogram 1	1	2974.649322896	2975.321322896	1500	6500	DBF
44	Spectrogram 1	1	2976.302981432	2976.974981432	1500	6500	DBF
45	Spectrogram 1	1	2983.581029645	2984.253029645	1500	6500	DBF
46	Spectrogram 1	1	2984.990785742	2985.662785742	1500	6500	DBF
47	Spectrogram 1	1	2988.473712287	2989.145712287	1500	6500	DBF
48	Spectrogram 1	1	2990.620053751	2991.292053751	1500	6500	DBF
