Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	3758.267074979	3758.939074979	1500	6500	DBF
2	Spectrogram 1	1	3760.120733516	3760.792733516	1500	6500	DBF
3	Spectrogram 1	1	3761.46219693	3762.13419693	1500	6500	DBF
4	Spectrogram 1	1	3763.374392854	3764.046392854	1500	6500	DBF
5	Spectrogram 1	1	3774.393906652	3775.065906652	1500	6500	DBF
6	Spectrogram 1	1	4141.393825615	4142.065825615	1500	6500	DBF
7	Spectrogram 1	1	4142.354801225	4143.026801225	1500	6500	DBF
8	Spectrogram 1	1	6819.247630116	6819.919630116	1500	6500	DBF
9	Spectrogram 1	1	6821.232995969	6821.904995969	1500	6500	DBF
10	Spectrogram 1	1	6943.369598823	6944.041598823	1500	6500	DBF
