Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	317.288474545	317.960474545	1500	6500	DBF
2	Spectrogram 1	1	1061.537885924	1062.209885924	1500	6500	DBF
3	Spectrogram 1	1	1398.001357182	1398.673357182	1500	6500	DBF
4	Spectrogram 1	1	1437.596486755	1438.268486755	1500	6500	DBF
5	Spectrogram 1	1	2136.645392919	2137.317392919	1500	6500	DBF
6	Spectrogram 1	1	2173.011254199	2173.683254199	1500	6500	DBF
7	Spectrogram 1	1	2386.045439105	2386.717439105	1500	6500	DBF
8	Spectrogram 1	1	2389.416170812	2390.088170812	1500	6500	DBF
9	Spectrogram 1	1	2391.864952253	2392.536952253	1500	6500	DBF
10	Spectrogram 1	1	2396.660075157	2397.332075157	1500	6500	DBF
11	Spectrogram 1	1	2884.016259829	2884.688259829	1500	6500	DBF
12	Spectrogram 1	1	3134.450455712	3135.122455712	1500	6500	DBF
13	Spectrogram 1	1	3142.908994203	3143.580994203	1500	6500	DBF
14	Spectrogram 1	1	3146.343140545	3147.015140545	1500	6500	DBF
15	Spectrogram 1	1	3154.591922938	3155.263922938	1500	6500	DBF
16	Spectrogram 1	1	3456.152941792	3456.824941792	1500	6500	DBF
17	Spectrogram 1	1	3457.572453987	3458.244453987	1500	6500	DBF
18	Spectrogram 1	1	3459.489527157	3460.161527157	1500	6500	DBF
19	Spectrogram 1	1	3461.367573535	3462.039573535	1500	6500	DBF
20	Spectrogram 1	1	3464.923672049	3465.595672049	1500	6500	DBF
21	Spectrogram 1	1	3466.996842781	3467.668842781	1500	6500	DBF
22	Spectrogram 1	1	3468.909037902	3469.581037902	1500	6500	DBF
23	Spectrogram 1	1	4283.743336141	4284.415336141	1500	6500	DBF
24	Spectrogram 1	1	4286.27504441	4286.94704441	1500	6500	DBF
25	Spectrogram 1	1	4288.35797124	4289.02997124	1500	6500	DBF
26	Spectrogram 1	1	4289.79699563	4290.46899563	1500	6500	DBF
27	Spectrogram 1	1	4295.918948755	4296.590948755	1500	6500	DBF
28	Spectrogram 1	1	4297.17748534	4297.84948534	1500	6500	DBF
29	Spectrogram 1	1	4298.421387779	4299.093387779	1500	6500	DBF
30	Spectrogram 1	1	4299.801875584	4300.473875584	1500	6500	DBF
31	Spectrogram 1	1	4301.055535074	4301.727535074	1500	6500	DBF
32	Spectrogram 1	1	4302.411632634	4303.083632634	1500	6500	DBF
33	Spectrogram 1	1	4354.879935797	4355.551935797	1500	6500	DBF
34	Spectrogram 1	1	4456.201896957	4456.873896957	1500	6500	DBF
35	Spectrogram 1	1	4815.606843105	4816.278843105	1500	6500	DBF
36	Spectrogram 1	1	4816.889769934	4817.561769934	1500	6500	DBF
37	Spectrogram 1	1	4823.923918181	4824.595918181	1500	6500	DBF
38	Spectrogram 1	1	4829.933675232	4830.605675232	1500	6500	DBF
39	Spectrogram 1	1	4831.0605045	4831.7325045	1500	6500	DBF
40	Spectrogram 1	1	4832.943432282	4833.615432282	1500	6500	DBF
41	Spectrogram 1	1	4834.480017648	4835.152017648	1500	6500	DBF
42	Spectrogram 1	1	4835.938554233	4836.610554233	1500	6500	DBF
43	Spectrogram 1	1	4851.860509264	4852.532509264	1500	6500	DBF
44	Spectrogram 1	1	4861.597096535	4862.269096535	1500	6500	DBF
45	Spectrogram 1	1	4880.714173516	4881.386173516	1500	6500	DBF
