Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	1474.83969042	1475.51169042	1500	6500	DBF
2	Spectrogram 1	1	1478.234812371	1478.906812371	1500	6500	DBF
3	Spectrogram 1	1	1491.654326971	1492.326326971	1500	6500	DBF
4	Spectrogram 1	1	1493.132375752	1493.804375752	1500	6500	DBF
5	Spectrogram 1	1	1503.283596867	1503.955596867	1500	6500	DBF
6	Spectrogram 1	1	1505.683594314	1506.355594314	1500	6500	DBF
7	Spectrogram 1	1	1740.976177914	1741.648177914	1500	6500	DBF
8	Spectrogram 1	1	1754.542033176	1755.214033176	1500	6500	DBF
9	Spectrogram 1	1	1756.317643734	1756.989643734	1500	6500	DBF
10	Spectrogram 1	1	1759.078619344	1759.750619344	1500	6500	DBF
11	Spectrogram 1	1	1761.527400633	1762.199400633	1500	6500	DBF
12	Spectrogram 1	1	1763.873742096	1764.545742096	1500	6500	DBF
13	Spectrogram 1	1	1766.190816069	1766.862816069	1500	6500	DBF
14	Spectrogram 1	1	1769.483498996	1770.155498996	1500	6500	DBF
