Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	303.039669778	303.711669778	1500	6500	DBF
2	Spectrogram 1	1	305.068938071	305.740938071	1500	6500	DBF
3	Spectrogram 1	1	307.786012194	308.458012194	1500	6500	DBF
4	Spectrogram 1	1	310.815280487	311.487280487	1500	6500	DBF
5	Spectrogram 1	1	313.586013147	314.258013147	1500	6500	DBF
6	Spectrogram 1	1	323.91284432	324.58484432	1500	6500	DBF
7	Spectrogram 1	1	326.151868711	326.823868711	1500	6500	DBF
8	Spectrogram 1	1	328.337232162	329.009232162	1500	6500	DBF
9	Spectrogram 1	1	337.620160896	338.292160896	1500	6500	DBF
10	Spectrogram 1	1	343.444552093	344.116552093	1500	6500	DBF
11	Spectrogram 1	1	345.620161849	346.292161849	1500	6500	DBF
12	Spectrogram 1	1	2786.28385867	2786.95585867	1500	6500	DBF
13	Spectrogram 1	1	2947.03998096	2947.71198096	1500	6500	DBF
14	Spectrogram 1	1	2949.961933132	2950.633933132	1500	6500	DBF
