Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	482.551802204	483.223802204	1500	6500	DBF
2	Spectrogram 1	1	483.28838757	483.96038757	1500	6500	DBF
3	Spectrogram 1	1	484.478631472	485.150631472	1500	6500	DBF
4	Spectrogram 1	1	486.546924155	487.218924155	1500	6500	DBF
5	Spectrogram 1	1	487.693266571	488.365266571	1500	6500	DBF
6	Spectrogram 1	1	687.849399838	688.521399838	1500	6500	DBF
7	Spectrogram 1	1	696.127450524	696.799450524	1500	6500	DBF
8	Spectrogram 1	1	698.722573428	699.394573428	1500	6500	DBF
9	Spectrogram 1	1	703.56647682	704.23847682	1500	6500	DBF
10	Spectrogram 1	1	709.025014358	709.697014358	1500	6500	DBF
11	Spectrogram 1	1	1466.430006026	1467.102006026	1500	6500	DBF
12	Spectrogram 1	1	1495.688544973	1496.360544973	1500	6500	DBF
13	Spectrogram 1	1	1497.551959607	1498.223959607	1500	6500	DBF
14	Spectrogram 1	1	2126.064272825	2126.736272825	1500	6500	DBF
15	Spectrogram 1	1	2127.917931361	2128.589931361	1500	6500	DBF
16	Spectrogram 1	1	2130.074029875	2130.746029875	1500	6500	DBF
17	Spectrogram 1	1	2130.698420119	2131.370420119	1500	6500	DBF
18	Spectrogram 1	1	2131.33256646	2132.00456646	1500	6500	DBF
19	Spectrogram 1	1	2131.976468899	2132.648468899	1500	6500	DBF
20	Spectrogram 1	1	2132.478907924	2133.150907924	1500	6500	DBF
21	Spectrogram 1	1	2134.083786925	2134.755786925	1500	6500	DBF
22	Spectrogram 1	1	2211.025265584	2211.697265584	1500	6500	DBF
23	Spectrogram 1	1	2214.07892412	2214.75092412	1500	6500	DBF
24	Spectrogram 1	1	2224.796000149	2225.468000149	1500	6500	DBF
25	Spectrogram 1	1	2239.420393251	2240.092393251	1500	6500	DBF
26	Spectrogram 1	1	2506.864334668	2507.536334668	1500	6500	DBF
27	Spectrogram 1	1	2511.205799035	2511.877799035	1500	6500	DBF
28	Spectrogram 1	1	2513.259458525	2513.931458525	1500	6500	DBF
29	Spectrogram 1	1	2520.64970338	2521.32170338	1500	6500	DBF
30	Spectrogram 1	1	2556.025320758	2556.697320758	1500	6500	DBF
31	Spectrogram 1	1	2557.327759782	2557.999759782	1500	6500	DBF
32	Spectrogram 1	1	2563.298492442	2563.970492442	1500	6500	DBF
33	Spectrogram 1	1	2564.98629732	2565.65829732	1500	6500	DBF
34	Spectrogram 1	1	2585.015570376	2585.687570376	1500	6500	DBF
35	Spectrogram 1	1	2586.288741108	2586.960741108	1500	6500	DBF
36	Spectrogram 1	1	2587.269228913	2587.941228913	1500	6500	DBF
37	Spectrogram 1	1	2612.298501969	2612.970501969	1500	6500	DBF
38	Spectrogram 1	1	2943.171630518	2943.843630518	1500	6500	DBF
39	Spectrogram 1	1	3684.991276963	3685.663276963	1500	6500	DBF
40	Spectrogram 1	1	3686.722984281	3687.394984281	1500	6500	DBF
41	Spectrogram 1	1	3688.079081841	3688.751081841	1500	6500	DBF
42	Spectrogram 1	1	4091.888858347	4092.560858347	1500	6500	DBF
43	Spectrogram 1	1	4094.444955908	4095.116955908	1500	6500	DBF
44	Spectrogram 1	1	4095.279102249	4095.951102249	1500	6500	DBF
45	Spectrogram 1	1	4095.688858347	4096.360858347	1500	6500	DBF
46	Spectrogram 1	1	4096.181541274	4096.853541274	1500	6500	DBF
47	Spectrogram 1	1	4096.693736396	4097.365736396	1500	6500	DBF
48	Spectrogram 1	1	4097.591298324	4098.263298324	1500	6500	DBF
49	Spectrogram 1	1	4098.474225153	4099.146225153	1500	6500	DBF
50	Spectrogram 1	1	4100.962030031	4101.634030031	1500	6500	DBF
51	Spectrogram 1	1	4105.274226106	4105.946226106	1500	6500	DBF
52	Spectrogram 1	1	4106.040079765	4106.712079765	1500	6500	DBF
53	Spectrogram 1	1	4106.683979801	4107.355979801	1500	6500	DBF
54	Spectrogram 1	1	4106.942516386	4107.614516386	1500	6500	DBF
55	Spectrogram 1	1	4107.293735898	4107.965735898	1500	6500	DBF
56	Spectrogram 1	1	4107.781540776	4108.453540776	1500	6500	DBF
57	Spectrogram 1	1	4108.20593102	4108.87793102	1500	6500	DBF
58	Spectrogram 1	1	4109.010809069	4109.682809069	1500	6500	DBF
59	Spectrogram 1	1	4109.859589557	4110.531589557	1500	6500	DBF
60	Spectrogram 1	1	4110.942516386	4111.614516386	1500	6500	DBF
61	Spectrogram 1	1	4111.410809069	4112.082809069	1500	6500	DBF
62	Spectrogram 1	1	4112.654712461	4113.326712461	1500	6500	DBF
63	Spectrogram 1	1	4114.488858802	4115.160858802	1500	6500	DBF
64	Spectrogram 1	1	4116.54739634	4117.21939634	1500	6500	DBF
65	Spectrogram 1	1	4132.659594321	4133.331594321	1500	6500	DBF
66	Spectrogram 1	1	4133.123008955	4133.795008955	1500	6500	DBF
67	Spectrogram 1	1	4153.235207888	4153.907207888	1500	6500	DBF
68	Spectrogram 1	1	6948.791730951	6949.463730951	1500	6500	DBF
69	Spectrogram 1	1	7057.577115362	7058.249115362	1500	6500	DBF
70	Spectrogram 1	1	7059.469798288	7060.141798288	1500	6500	DBF
71	Spectrogram 1	1	7062.147848022	7062.819848022	1500	6500	DBF
72	Spectrogram 1	1	7093.318585445	7093.990585445	1500	6500	DBF
73	Spectrogram 1	1	7094.830780567	7095.502780567	1500	6500	DBF
74	Spectrogram 1	1	7098.621025422	7099.293025422	1500	6500	DBF
75	Spectrogram 1	1	7154.308841733	7154.980841733	1500	6500	DBF
