Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	13.033913768	13.705913768	1500	6500	BTF
3	Spectrogram 1	1	2250.358091008	2251.030091008	1500	6500	BTF
4	Spectrogram 1	1	2251.553211316	2252.225211316	1500	6500	BTF
5	Spectrogram 1	1	2252.841829202	2253.513829202	1500	6500	BTF
6	Spectrogram 1	1	2267.19954285	2267.87154285	1500	6500	BTF
7	Spectrogram 1	1	2272.175150962	2272.847150962	1500	6500	BTF
8	Spectrogram 1	1	2306.341804478	2307.013804478	1500	6500	BTF
9	Spectrogram 1	1	2846.662692294	2847.334692294	1500	6500	BTF
10	Spectrogram 1	1	3373.024211161	3373.696211161	1500	6500	BTF
11	Spectrogram 1	1	3374.589251812	3375.261251812	1500	6500	BTF
12	Spectrogram 1	1	3376.186812787	3376.858812787	1500	6500	BTF
13	Spectrogram 1	1	3458.27620916	3458.94820916	1500	6500	BTF
14	Spectrogram 1	1	3606.98346541	3607.65546541	1500	6500	BTF
15	Spectrogram 1	1	3801.446799495	3802.118799495	1500	6500	BTF
16	Spectrogram 1	1	3803.495579983	3804.167579983	1500	6500	BTF
17	Spectrogram 1	1	3805.832976713	3806.504976713	1500	6500	BTF
18	Spectrogram 1	1	3808.593139314	3809.265139314	1500	6500	BTF
19	Spectrogram 1	1	4990.129171021	4990.801171021	1500	6500	BTF
20	Spectrogram 1	1	5504.189899325	5504.861899325	1500	6500	BTF
21	Spectrogram 1	1	5909.470219455	5910.142219455	1500	6500	BTF
