Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	0	0.672	1500	6500	BTF
2	Spectrogram 1	1	6.895708844	7.567708844	1500	6500	BTF
3	Spectrogram 1	1	20.411975116	21.083975116	1500	6500	BTF
4	Spectrogram 1	1	40.341333333	41.013333333	1500	6500	BTF
5	Spectrogram 1	1	42.048	42.72	1500	6500	BTF
6	Spectrogram 1	1	47.968	48.64	1500	6500	BTF
7	Spectrogram 1	1	51.125333333	51.797333333	1500	6500	BTF
8	Spectrogram 1	1	53.632	54.304	1500	6500	BTF
9	Spectrogram 1	1	54.752	55.424	1500	6500	BTF
10	Spectrogram 1	1	55.84	56.512	1500	6500	BTF
11	Spectrogram 1	1	57.472	58.144	1500	6500	BTF
12	Spectrogram 1	1	59.850666667	60.522666667	1500	6500	BTF
13	Spectrogram 1	1	61.793741881	62.465741881	1500	6500	BTF
14	Spectrogram 1	1	64.64	65.312	1500	6500	BTF
15	Spectrogram 1	1	214.986666667	215.658666667	1500	6500	BTF
16	Spectrogram 1	1	221.962666667	222.634666667	1500	6500	BTF
17	Spectrogram 1	1	224.426666667	225.098666667	1500	6500	BTF
18	Spectrogram 1	1	225.930666667	226.602666667	1500	6500	BTF
19	Spectrogram 1	1	241.621333333	242.293333333	1500	6500	BTF
20	Spectrogram 1	1	244.074666667	244.746666667	1500	6500	BTF
21	Spectrogram 1	1	253.020147103	253.692147103	1500	6500	BTF
22	Spectrogram 1	1	275.495095938	276.167095938	1500	6500	BTF
23	Spectrogram 1	1	277.738998377	278.410998377	1500	6500	BTF
24	Spectrogram 1	1	282.34399594	283.01599594	1500	6500	BTF
25	Spectrogram 1	1	284.869786085	285.541786085	1500	6500	BTF
26	Spectrogram 1	1	315.312096494	315.984096494	1500	6500	BTF
27	Spectrogram 1	1	535.786666667	536.458666667	1500	6500	BTF
28	Spectrogram 1	1	537.162666667	537.834666667	1500	6500	BTF
29	Spectrogram 1	1	538.762666667	539.434666667	1500	6500	BTF
30	Spectrogram 1	1	542.090666667	542.762666667	1500	6500	BTF
31	Spectrogram 1	1	602.021576494	602.693576494	1500	6500	BTF
