Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	471.542172886	472.214172886	1500	6500	BTF
2	Spectrogram 1	1	474.034042805	474.706042805	1500	6500	BTF
3	Spectrogram 1	1	477.131605182	477.803605182	1500	6500	BTF
4	Spectrogram 1	1	746.389333333	747.061333333	1500	6500	BTF
5	Spectrogram 1	1	748.69670898	749.36870898	1500	6500	BTF
6	Spectrogram 1	1	767.317333333	767.989333333	1500	6500	BTF
7	Spectrogram 1	1	782.501596287	783.173596287	1500	6500	BTF
8	Spectrogram 1	1	804.652006443	805.324006443	1500	6500	BTF
9	Spectrogram 1	1	805.916234085	806.588234085	1500	6500	BTF
10	Spectrogram 1	1	810.899976726	811.571976726	1500	6500	BTF
11	Spectrogram 1	1	964.908153352	965.580153352	1500	6500	BTF
12	Spectrogram 1	1	1114.375674003	1115.047674003	1500	6500	BTF
13	Spectrogram 1	1	1115.448844735	1116.120844735	1500	6500	BTF
14	Spectrogram 1	1	1115.733397581	1116.405397581	1500	6500	BTF
15	Spectrogram 1	1	1116.10331628	1116.77531628	1500	6500	BTF
16	Spectrogram 1	1	1116.517950426	1117.189950426	1500	6500	BTF
17	Spectrogram 1	1	1155.806575617	1156.478575617	1500	6500	BTF
18	Spectrogram 1	1	1167.066742423	1167.738742423	1500	6500	BTF
19	Spectrogram 1	1	1229.589333333	1230.261333333	1500	6500	BTF
20	Spectrogram 1	1	1231.59114838	1232.26314838	1500	6500	BTF
21	Spectrogram 1	1	1241.376	1242.048	1500	6500	BTF
22	Spectrogram 1	1	1703.505917703	1704.177917703	1500	6500	BTF
23	Spectrogram 1	1	1705.942276332	1706.614276332	1500	6500	BTF
24	Spectrogram 1	1	1708.627870324	1709.299870324	1500	6500	BTF
25	Spectrogram 1	1	1711.061333333	1711.733333333	1500	6500	BTF
26	Spectrogram 1	1	1713.258666667	1713.930666667	1500	6500	BTF
27	Spectrogram 1	1	1982.566984705	1983.238984705	1500	6500	BTF
28	Spectrogram 1	1	2247.69714223	2248.36914223	1500	6500	BTF
29	Spectrogram 1	1	2249.189012149	2249.861012149	1500	6500	BTF
30	Spectrogram 1	1	2250.993890198	2251.665890198	1500	6500	BTF
31	Spectrogram 1	1	2254.209338754	2254.881338754	1500	6500	BTF
32	Spectrogram 1	1	2256.506088123	2257.178088123	1500	6500	BTF
33	Spectrogram 1	1	2260.29470741	2260.96670741	1500	6500	BTF
34	Spectrogram 1	1	2287.774392017	2288.446392017	1500	6500	BTF
35	Spectrogram 1	1	2426.729721478	2427.401721478	1500	6500	BTF
36	Spectrogram 1	1	2484.469578497	2485.141578497	1500	6500	BTF
37	Spectrogram 1	1	2485.949241953	2486.621241953	1500	6500	BTF
38	Spectrogram 1	1	2586.225696399	2586.897696399	1500	6500	BTF
39	Spectrogram 1	1	2588.969600239	2589.641600239	1500	6500	BTF
40	Spectrogram 1	1	2961.571327251	2962.243327251	1500	6500	BTF
41	Spectrogram 1	1	4221.579801862	4222.251801862	1500	6500	BTF
42	Spectrogram 1	1	4249.213958014	4249.885958014	1500	6500	BTF
43	Spectrogram 1	1	4250.429405168	4251.101405168	1500	6500	BTF
44	Spectrogram 1	1	4251.52696419	4252.19896419	1500	6500	BTF
45	Spectrogram 1	1	4252.864	4253.536	1500	6500	BTF
46	Spectrogram 1	1	4281.27087644	4281.94287644	1500	6500	BTF
47	Spectrogram 1	1	4355.90911445	4356.58111445	1500	6500	BTF
48	Spectrogram 1	1	4357.043260791	4357.715260791	1500	6500	BTF
49	Spectrogram 1	1	4358.567651035	4359.239651035	1500	6500	BTF
50	Spectrogram 1	1	6143.726716777	6144.398716777	1500	6500	BTF
51	Spectrogram 1	1	6147.694197853	6148.366197853	1500	6500	BTF
52	Spectrogram 1	1	6151.779565109	6152.451565109	1500	6500	BTF
53	Spectrogram 1	1	6155.877127486	6156.549127486	1500	6500	BTF
54	Spectrogram 1	1	6160.616966285	6161.288966285	1500	6500	BTF
55	Spectrogram 1	1	6169.206396628	6169.878396628	1500	6500	BTF
56	Spectrogram 1	1	6176.104770059	6176.776770059	1500	6500	BTF
57	Spectrogram 1	1	6180.218592599	6180.890592599	1500	6500	BTF
58	Spectrogram 1	1	6187.462497841	6188.134497841	1500	6500	BTF
59	Spectrogram 1	1	6191.812092738	6192.484092738	1500	6500	BTF
60	Spectrogram 1	1	6217.108845759	6217.780845759	1500	6500	BTF
61	Spectrogram 1	1	6219.088520556	6219.760520556	1500	6500	BTF
62	Spectrogram 1	1	6224.100718481	6224.772718481	1500	6500	BTF
63	Spectrogram 1	1	6226.495027424	6227.167027424	1500	6500	BTF
64	Spectrogram 1	1	6229.560069476	6230.232069476	1500	6500	BTF
65	Spectrogram 1	1	6242.612919209	6243.284919209	1500	6500	BTF
66	Spectrogram 1	1	6248.320239085	6248.992239085	1500	6500	BTF
67	Spectrogram 1	1	6251.198271106	6251.870271106	1500	6500	BTF
68	Spectrogram 1	1	6255.897459499	6256.569459499	1500	6500	BTF
69	Spectrogram 1	1	6260.856810494	6261.528810494	1500	6500	BTF
70	Spectrogram 1	1	6280.694215875	6281.366215875	1500	6500	BTF
71	Spectrogram 1	1	6284.047875813	6284.719875813	1500	6500	BTF
