Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	43.322525268	43.994525268	1500	6500	BTF
2	Spectrogram 1	1	45.6853333333333	46.3573333333333	1500	6500	BTF
3	Spectrogram 1	1	83.072	83.744	1500	6500	BTF
4	Spectrogram 1	1	84.961764806	85.633764806	1500	6500	BTF
5	Spectrogram 1	1	125.291037048	125.963037048	1500	6500	BTF
6	Spectrogram 1	1	343.665087803	344.337087803	1500	6500	BTF
7	Spectrogram 1	1	409.600066221	410.272066221	1500	6500	BTF
8	Spectrogram 1	1	545.90905696	546.58105696	1500	6500	BTF
9	Spectrogram 1	1	547.713935009	548.385935009	1500	6500	BTF
10	Spectrogram 1	1	550.014749419	550.686749419	1500	6500	BTF
11	Spectrogram 1	1	559.05942271	559.73142271	1500	6500	BTF
12	Spectrogram 1	1	563.010642222	563.682642222	1500	6500	BTF
13	Spectrogram 1	1	600.074666666667	600.746666666667	1500	6500	BTF
14	Spectrogram 1	1	1312.08808351	1312.76008351	1500	6500	BTF
15	Spectrogram 1	1	1423.201932423	1423.873932423	1500	6500	BTF
16	Spectrogram 1	1	1427.262909434	1427.934909434	1500	6500	BTF
17	Spectrogram 1	1	1444.197874389	1444.869874389	1500	6500	BTF
18	Spectrogram 1	1	1444.921449672	1445.593449672	1500	6500	BTF
19	Spectrogram 1	1	1806.563845516	1807.235845516	1500	6500	BTF
20	Spectrogram 1	1	1808.295544847	1808.967544847	1500	6500	BTF
21	Spectrogram 1	1	1910.173628664	1910.845628664	1500	6500	BTF
22	Spectrogram 1	1	2140.051755375	2140.723755375	1500	6500	BTF
23	Spectrogram 1	1	2155.98265529	2156.65465529	1500	6500	BTF
24	Spectrogram 1	1	2159.169648561	2159.841648561	1500	6500	BTF
25	Spectrogram 1	1	2161.986721732	2162.658721732	1500	6500	BTF
26	Spectrogram 1	1	2162.876967036	2163.548967036	1500	6500	BTF
27	Spectrogram 1	1	2165.401357279	2166.073357279	1500	6500	BTF
28	Spectrogram 1	1	2188.856650241	2189.528650241	1500	6500	BTF
29	Spectrogram 1	1	2266.994882942	2267.666882942	1500	6500	BTF
30	Spectrogram 1	1	2290.218466658	2290.890466658	1500	6500	BTF
31	Spectrogram 1	1	2299.100571043	2299.772571043	1500	6500	BTF
32	Spectrogram 1	1	2303.588377322	2304.260377322	1500	6500	BTF
33	Spectrogram 1	1	2368.023343041	2368.695343041	1500	6500	BTF
34	Spectrogram 1	1	4055.129547418	4055.801547418	1500	6500	BTF
35	Spectrogram 1	1	4088.556387898	4089.228387898	1500	6500	BTF
36	Spectrogram 1	1	6093.130180241	6093.802180241	1500	6500	BTF
37	Spectrogram 1	1	6096.020425544	6096.692425544	1500	6500	BTF
38	Spectrogram 1	1	6260.203396061	6260.875396061	1500	6500	BTF
39	Spectrogram 1	1	6261.784696874	6262.456696874	1500	6500	BTF
40	Spectrogram 1	1	6303.91072855	6304.58272855	1500	6500	BTF
41	Spectrogram 1	1	6304.455437505	6305.127437505	1500	6500	BTF
