Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	5365.559485451	5366.231485451	1500	6500	BTF
2	Spectrogram 1	1	5431.738838542	5432.410838542	1500	6500	BTF
3	Spectrogram 1	1	5495.547324896	5496.219324896	1500	6500	BTF
4	Spectrogram 1	1	5509.181474419	5509.853474419	1500	6500	BTF
5	Spectrogram 1	1	5541.555466644	5542.227466644	1500	6500	BTF
6	Spectrogram 1	1	5645.245152756	5645.917152756	1500	6500	BTF
7	Spectrogram 1	1	5647.628666012	5648.300666012	1500	6500	BTF
8	Spectrogram 1	1	5649.067690402	5649.739690402	1500	6500	BTF
9	Spectrogram 1	1	5651.835984145	5652.507984145	1500	6500	BTF
10	Spectrogram 1	1	5654.490457962	5655.162457962	1500	6500	BTF
11	Spectrogram 1	1	5661.734361462	5662.406361462	1500	6500	BTF
12	Spectrogram 1	1	5663.883370652	5664.555370652	1500	6500	BTF
13	Spectrogram 1	1	5665.462004799	5666.134004799	1500	6500	BTF
14	Spectrogram 1	1	5667.79940088	5668.47140088	1500	6500	BTF
15	Spectrogram 1	1	6417.100388752	6417.772388752	1500	6500	BTF
16	Spectrogram 1	1	6418.547543224	6419.219543224	1500	6500	BTF
17	Spectrogram 1	1	6428.47030728	6429.14230728	1500	6500	BTF
18	Spectrogram 1	1	6658.433770018	6659.105770018	1500	6500	BTF
