Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	910.668854941	911.340854941	1500	6500	BTF
2	Spectrogram 1	1	913.55178177	914.22378177	1500	6500	BTF
3	Spectrogram 1	1	915.566415916	916.238415916	1500	6500	BTF
4	Spectrogram 1	1	917.07861184	917.75061184	1500	6500	BTF
5	Spectrogram 1	1	933.483438826	934.155438826	1500	6500	BTF
6	Spectrogram 1	1	934.415146143	935.087146143	1500	6500	BTF
7	Spectrogram 1	1	935.478560778	936.150560778	1500	6500	BTF
8	Spectrogram 1	1	1360.790810471	1361.462810471	1500	6500	BTF
9	Spectrogram 1	1	1367.356664932	1368.028664932	1500	6500	BTF
10	Spectrogram 1	1	2214.093361193	2214.765361193	1500	6500	BTF
11	Spectrogram 1	1	2216.747020531	2217.419020531	1500	6500	BTF
12	Spectrogram 1	1	2218.586044922	2219.258044922	1500	6500	BTF
13	Spectrogram 1	1	2228.605559522	2229.277559522	1500	6500	BTF
14	Spectrogram 1	1	2374.776305213	2375.448305213	1500	6500	BTF
15	Spectrogram 1	1	2475.117776738	2475.789776738	1500	6500	BTF
16	Spectrogram 1	1	2476.961679178	2477.633679178	1500	6500	BTF
17	Spectrogram 1	1	2478.225093812	2478.897093812	1500	6500	BTF
18	Spectrogram 1	1	2480.195826321	2480.867826321	1500	6500	BTF
19	Spectrogram 1	1	2480.698265345	2481.370265345	1500	6500	BTF
20	Spectrogram 1	1	2481.693387296	2482.365387296	1500	6500	BTF
21	Spectrogram 1	1	2484.561658633	2485.233658633	1500	6500	BTF
22	Spectrogram 1	1	2485.249463511	2485.921463511	1500	6500	BTF
23	Spectrogram 1	1	2487.45434156	2488.12634156	1500	6500	BTF
24	Spectrogram 1	1	2487.981170828	2488.653170828	1500	6500	BTF
25	Spectrogram 1	1	3880.127684379	3880.799684379	1500	6500	BTF
26	Spectrogram 1	1	3924.025253372	3924.697253372	1500	6500	BTF
27	Spectrogram 1	1	4261.991098588	4262.663098588	1500	6500	BTF
28	Spectrogram 1	1	4268.444758728	4269.116758728	1500	6500	BTF
29	Spectrogram 1	1	4544.956986124	4545.628986124	1500	6500	BTF
30	Spectrogram 1	1	4549.722840584	4550.394840584	1500	6500	BTF
31	Spectrogram 1	1	4750.249690101	4750.921690101	1500	6500	BTF
32	Spectrogram 1	1	4763.761887627	4764.433887627	1500	6500	BTF
33	Spectrogram 1	1	5173.239935648	5173.911935648	1500	6500	BTF
34	Spectrogram 1	1	5175.357008819	5176.029008819	1500	6500	BTF
35	Spectrogram 1	1	5179.966762362	5180.638762362	1500	6500	BTF
36	Spectrogram 1	1	5184.298470481	5184.970470481	1500	6500	BTF
37	Spectrogram 1	1	5640.454614002	5641.126614002	1500	6500	BTF
38	Spectrogram 1	1	5807.513171935	5808.185171935	1500	6500	BTF
39	Spectrogram 1	1	5809.186342666	5809.858342666	1500	6500	BTF
40	Spectrogram 1	1	5921.176524024	5921.848524024	1500	6500	BTF
41	Spectrogram 1	1	6454.688781288	6455.360781288	1500	6500	BTF
42	Spectrogram 1	1	6456.283903239	6456.955903239	1500	6500	BTF
43	Spectrogram 1	1	6457.830244702	6458.502244702	1500	6500	BTF
44	Spectrogram 1	1	6586.922890662	6587.594890662	1500	6500	BTF
45	Spectrogram 1	1	6588.283866272	6588.955866272	1500	6500	BTF
46	Spectrogram 1	1	6589.722890662	6590.394890662	1500	6500	BTF
47	Spectrogram 1	1	6889.064387805	6889.736387805	1500	6500	BTF
48	Spectrogram 1	1	6896.186339826	6896.858339826	1500	6500	BTF
