Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	792.452274893	793.124274893	1500	6500	BTF
2	Spectrogram 1	1	793.635201722	794.307201722	1500	6500	BTF
3	Spectrogram 1	1	794.68804725	795.36004725	1500	6500	BTF
4	Spectrogram 1	1	3283.438880045	3284.110880045	1500	6500	BTF
5	Spectrogram 1	1	6524.230191812	6524.902191812	1500	6500	BTF
6	Spectrogram 1	1	6527.303362544	6527.975362544	1500	6500	BTF
7	Spectrogram 1	1	6594.522845104	6595.194845104	1500	6500	BTF
8	Spectrogram 1	1	6601.018776971	6601.690776971	1500	6500	BTF
9	Spectrogram 1	1	6603.746419247	6604.418419247	1500	6500	BTF
10	Spectrogram 1	1	7135.71367654	7136.38567654	1500	6500	BTF
