Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	37.411960776	38.083960776	1500	6500	BTF
2	Spectrogram 1	1	40.582692483	41.254692483	1500	6500	BTF
3	Spectrogram 1	1	42.582694011	43.254694011	1500	6500	BTF
4	Spectrogram 1	1	46.241232123	46.913232123	1500	6500	BTF
5	Spectrogram 1	1	222.0705483	222.7425483	1500	6500	BTF
6	Spectrogram 1	1	223.253333333333	223.925333333333	1500	6500	BTF
7	Spectrogram 1	1	224.716881886	225.388881886	1500	6500	BTF
8	Spectrogram 1	1	225.205333333333	225.877333333333	1500	6500	BTF
9	Spectrogram 1	1	226.359158309	227.031158309	1500	6500	BTF
10	Spectrogram 1	1	227.253467252	227.925467252	1500	6500	BTF
11	Spectrogram 1	1	229.024	229.696	1500	6500	BTF
12	Spectrogram 1	1	229.290054145	229.962054145	1500	6500	BTF
13	Spectrogram 1	1	231.997372746	232.669372746	1500	6500	BTF
14	Spectrogram 1	1	232.700624779	233.372624779	1500	6500	BTF
15	Spectrogram 1	1	233.440462177	234.112462177	1500	6500	BTF
16	Spectrogram 1	1	238.122666666667	238.794666666667	1500	6500	BTF
17	Spectrogram 1	1	249.680305685	250.352305685	1500	6500	BTF
18	Spectrogram 1	1	250.220956091	250.892956091	1500	6500	BTF
19	Spectrogram 1	1	250.538666666667	251.210666666667	1500	6500	BTF
20	Spectrogram 1	1	252.576	253.248	1500	6500	BTF
21	Spectrogram 1	1	265.152	265.824	1500	6500	BTF
22	Spectrogram 1	1	312.288	312.96	1500	6500	BTF
23	Spectrogram 1	1	441.781333333333	442.453333333333	1500	6500	BTF
24	Spectrogram 1	1	442.389333333333	443.061333333333	1500	6500	BTF
25	Spectrogram 1	1	671.294282012	671.966282012	1500	6500	BTF
26	Spectrogram 1	1	672.806477134	673.478477134	1500	6500	BTF
27	Spectrogram 1	1	674.753631606	675.425631606	1500	6500	BTF
28	Spectrogram 1	1	676.54631606	677.21831606	1500	6500	BTF
29	Spectrogram 1	1	696.741445648	697.413445648	1500	6500	BTF
30	Spectrogram 1	1	698.436567599	699.108567599	1500	6500	BTF
31	Spectrogram 1	1	703.135754291	703.807754291	1500	6500	BTF
32	Spectrogram 1	1	708.965024111	709.637024111	1500	6500	BTF
33	Spectrogram 1	1	712.176407752	712.848407752	1500	6500	BTF
34	Spectrogram 1	1	714.66421263	715.33621263	1500	6500	BTF
35	Spectrogram 1	1	715.180472792	715.852472792	1500	6500	BTF
36	Spectrogram 1	1	716.111368629	716.783368629	1500	6500	BTF
37	Spectrogram 1	1	721.769906741	722.441906741	1500	6500	BTF
38	Spectrogram 1	1	726.156087131	726.828087131	1500	6500	BTF
39	Spectrogram 1	1	727.038202479	727.710202479	1500	6500	BTF
40	Spectrogram 1	1	727.652023617	728.324023617	1500	6500	BTF
41	Spectrogram 1	1	734.15608914	734.82808914	1500	6500	BTF
42	Spectrogram 1	1	739.611376748	740.283376748	1500	6500	BTF
43	Spectrogram 1	1	746.217069332	746.889069332	1500	6500	BTF
44	Spectrogram 1	1	749.513818827	750.185818827	1500	6500	BTF
45	Spectrogram 1	1	766.942916945	767.614916945	1500	6500	BTF
46	Spectrogram 1	1	772.520154245	773.192154245	1500	6500	BTF
47	Spectrogram 1	1	774.00318981	774.67518981	1500	6500	BTF
48	Spectrogram 1	1	776.385303632	777.057303632	1500	6500	BTF
49	Spectrogram 1	1	778.238954254	778.910954254	1500	6500	BTF
50	Spectrogram 1	1	781.149524887	781.821524887	1500	6500	BTF
51	Spectrogram 1	1	783.682045212	784.354045212	1500	6500	BTF
52	Spectrogram 1	1	788.645462901	789.317462901	1500	6500	BTF
53	Spectrogram 1	1	836.702385088	837.374385088	1500	6500	BTF
54	Spectrogram 1	1	1070.64149471	1071.31349471	1500	6500	BTF
55	Spectrogram 1	1	1168.515497054	1169.187497054	1500	6500	BTF
56	Spectrogram 1	1	1174.07240915	1174.74440915	1500	6500	BTF
57	Spectrogram 1	1	1242.45337152778	1243.12537152778	1500	6500	BTF
58	Spectrogram 1	1	1246.63470486111	1247.30670486111	1500	6500	BTF
59	Spectrogram 1	1	1261.393574253	1262.065574253	1500	6500	BTF
60	Spectrogram 1	1	1267.59470486111	1268.26670486111	1500	6500	BTF
61	Spectrogram 1	1	1571.141629316	1571.813629316	1500	6500	BTF
62	Spectrogram 1	1	1572.434312243	1573.106312243	1500	6500	BTF
63	Spectrogram 1	1	1578.178216209	1578.850216209	1500	6500	BTF
64	Spectrogram 1	1	1585.702609508	1586.374609508	1500	6500	BTF
65	Spectrogram 1	1	1771.755520112	1772.427520112	1500	6500	BTF
66	Spectrogram 1	1	1826.43205729167	1827.10405729167	1500	6500	BTF
67	Spectrogram 1	1	1828.003508974	1828.675508974	1500	6500	BTF
68	Spectrogram 1	1	1828.491313852	1829.163313852	1500	6500	BTF
69	Spectrogram 1	1	1829.544159381	1830.216159381	1500	6500	BTF
70	Spectrogram 1	1	1835.300256498	1835.972256498	1500	6500	BTF
71	Spectrogram 1	1	1839.613267683	1840.285267683	1500	6500	BTF
