Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Label
1	Spectrogram 1	1	451.66784963	452.33984963	1500	6500	BTF
2	Spectrogram 1	1	459.915800754	460.587800754	1500	6500	BTF
3	Spectrogram 1	1	461.167833274	461.839833274	1500	6500	BTF
4	Spectrogram 1	1	462.45645116	463.12845116	1500	6500	BTF
5	Spectrogram 1	1	463.659703193	464.331703193	1500	6500	BTF
6	Spectrogram 1	1	465.285717809	465.957717809	1500	6500	BTF
7	Spectrogram 1	1	466.806043012	467.478043012	1500	6500	BTF
8	Spectrogram 1	1	471.098724295	471.770724295	1500	6500	BTF
9	Spectrogram 1	1	3240.536482044	3241.208482044	1500	6500	BTF
10	Spectrogram 1	1	3263.902325839	3264.574325839	1500	6500	BTF
